# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    2.782782783    1.149967684    1.149967736    1.149966177
    2.787787788    1.163294379    1.163294432    1.163292852
    2.792792793    1.176893716    1.176893771    1.176892169
    2.797797798    1.190774299    1.190774356    1.190772732
    2.802802803    1.204945104    1.204945163    1.204943517
    2.807807808    1.219415501    1.219415562    1.219413893
    2.812812813    1.234195274    1.234195337    1.234193644
    2.817817818    1.249294644    1.249294709    1.249292991
    2.822822823    1.264724295    1.264724362    1.264722620
    2.827827828    1.280495402    1.280495471    1.280493703
    2.832832833    1.296619656    1.296619727    1.296617934
    2.837837838    1.313109296    1.313109371    1.313107550
    2.842842843    1.329977145    1.329977221    1.329975374
    2.847847848    1.347236637    1.347236716    1.347234840
    2.852852853    1.364901861    1.364901943    1.364900038
    2.857857858    1.382987599    1.382987683    1.382985749
    2.862862863    1.401509367    1.401509454    1.401507490
    2.867867868    1.420483464    1.420483554    1.420481559
    2.872872873    1.439927017    1.439927110    1.439925083
    2.877877878    1.459858039    1.459858135    1.459856075
    2.882882883    1.480295480    1.480295579    1.480293486
    2.887887888    1.501259293    1.501259395    1.501257268
    2.892892893    1.522770495    1.522770600    1.522768438
    2.897897898    1.544851240    1.544851349    1.544849151
    2.902902903    1.567524893    1.567525005    1.567522770
    2.907907908    1.590816110    1.590816226    1.590813952
    2.912912913    1.614750926    1.614751046    1.614748733
    2.917917918    1.639356849    1.639356972    1.639354619
    2.922922923    1.664662954    1.664663081    1.664660687
    2.927927928    1.690699997    1.690700129    1.690697692
    2.932932933    1.717500526    1.717500661    1.717498181
    2.937937938    1.745098999    1.745099139    1.745096613
    2.942942943    1.773531920    1.773532065    1.773529492
    2.947947948    1.802837975    1.802838124    1.802835504
    2.952952953    1.833058175    1.833058329    1.833055660
    2.957957958    1.864236018    1.864236177    1.864233457
    2.962962963    1.896417645    1.896417809    1.896415037
    2.967967968    1.929652013    1.929652183    1.929649357
    2.972972973    1.963991076    1.963991252    1.963988370
    2.977977978    1.999489961    1.999490143    1.999487204
    2.982982983    2.036207160    2.036207348    2.036204349
    2.987987988    2.074204710    2.074204905    2.074201845
    2.992992993    2.113548386    2.113548587    2.113545464
    2.997997998    2.154307867    2.154308076    2.154304888
    3.003003003    2.196556904    2.196557120    2.196553865
    3.008008008    2.240373455    2.240373678    2.240370353
    3.013013013    2.285839789    2.285840020    2.285836623
    3.018018018    2.333042543    2.333042783    2.333039312
    3.023023023    2.382072715    2.382072963    2.382069415
    3.028028028    2.433025565    2.433025822    2.433022194
    3.033033033    2.486000406    2.486000672    2.485996962
    3.038038038    2.541100248    2.541100525    2.541096730
    3.043043043    2.598431259    2.598431546    2.598427662
    3.048048048    2.658101982    2.658102280    2.658098305
    3.053053053    2.720222284    2.720222592    2.720218523
    3.058058058    2.784901934    2.784902254    2.784898088
    3.063063063    2.852248788    2.852249120    2.852244852
    3.068068068    2.922366463    2.922366807    2.922362435
    3.073073073    2.995351468    2.995351824    2.995347345
    3.078078078    3.071289701    3.071290070    3.071285479
    3.083083083    3.150252286    3.150252667    3.150247961
    3.088088088    3.232290719    3.232291114    3.232286289
    3.093093093    3.317431396    3.317431804    3.317426857
    3.098098098    3.405669611    3.405670031    3.405664958
    3.103103103    3.496963287    3.496963720    3.496958518
    3.108108108    3.591226809    3.591227253    3.591221918
    3.113113113    3.688325488    3.688325942    3.688320471
    3.118118118    3.788071410    3.788071874    3.788066264
    3.123123123    3.890221561    3.890222033    3.890216280
    3.128128128    3.994479256    3.994479733    3.994473835
    3.133133133    4.100499944    4.100500426    4.100494378
    3.138138138    4.207902317    4.207902800    4.207896600
    3.143143143    4.316285308    4.316285790    4.316279432
    3.148148148    4.425251006    4.425251485    4.425244964
    3.153153153    4.534432721    4.534433193    4.534426504
    3.158158158    4.643526510    4.643526973    4.643520109
    3.163163163    4.752323647    4.752324098    4.752317050
    3.168168168    4.860740850    4.860741287    4.860734044
    3.173173173    4.968844956    4.968845378    4.968837928
    3.178178178    5.076869102    5.076869507    5.076861837
    3.183183183    5.185218450    5.185218836    5.185210930
    3.188188188    5.294464860    5.294465228    5.294457067
    3.193193193    5.405331416    5.405331765    5.405323331
    3.198198198    5.518668992    5.518669321    5.518660593
    3.203203203    5.635427908    5.635428219    5.635419174
    3.208208208    5.756627982    5.756628275    5.756618892
    3.213213213    5.883329994    5.883330270    5.883320524
    3.218218218    6.016610862    6.016611122    6.016600989
    3.223223223    6.157543943    6.157544186    6.157533641
    3.228228228    6.307184930    6.307185158    6.307174174
    3.233233233    6.466563086    6.466563299    6.466551849
    3.238238238    6.636676942    6.636677140    6.636665196
    3.243243243    6.818493323    6.818493507    6.818481040
    3.248248248    7.012948391    7.012948561    7.012935539
    3.253253253    7.220949398    7.220949555    7.220935945
    3.258258258    7.443375955    7.443376100    7.443361868
    3.263263263    7.681079695    7.681079829    7.681064936
    3.268268268    7.934881358    7.934881483    7.934865890
    3.273273273    8.205564404    8.205564523    8.205548186
    3.278278278    8.493864331    8.493864447    8.493847320
    3.283283283    8.800452948    8.800453067    8.800435098
    3.288288288    9.125916898    9.125917028    9.125898162
    3.293293293    9.470729825    9.470729973    9.470710150
    3.298298298    9.835217702    9.835217883    9.835197037
    3.303303303   10.219517092   10.219517319   10.219495379
    3.308308308   10.623526409   10.623526702   10.623503591
    3.313313313   11.046850798   11.046851180   11.046826815
    3.318318318   11.488741866   11.488742364   11.488716656
    3.323323323   11.948034346   11.948034993   11.948007845
    3.328328328   12.423082751   12.423083585   12.423054897
    3.333333333   12.911702108   12.911703174   12.911672839
    3.338338338   13.411117867   13.411119213   13.411087121
    3.343343343   13.917930894   13.917932573   13.917898616
    3.348348348   14.428103940   14.428106007   14.428070077
    3.353353353   14.936975837   14.936978352   14.936940345
    3.358358358   15.439308966   15.439311985   15.439271810
    3.363363363   15.929373920   15.929377498   15.929335077
    3.368368368   16.401073005   16.401077191   16.401032467
    3.373373373   16.848101143   16.848105977   16.848058918
    3.378378378   17.264139198   17.264144710   17.264095313
    3.383383383   17.643071020   17.643077227   17.643025525
    3.388388388   17.979212052   17.979218957   17.979165018
    3.393393393   18.267534749   18.267542338   18.267486270
    3.398398398   18.503874981   18.503883224   18.503825174
    3.403403403   18.685104431   18.685113283   18.685053433
    3.408408408   18.809256894   18.809266298   18.809204862
    3.413413413   18.875600896   18.875610781   18.875548001
    3.418418418   18.884656339   18.884666625   18.884602767
    3.423423423   18.838157885   18.838168486   18.838103830
    3.428428428   18.738971528   18.738982352   18.738917188
    3.433433433   18.590972877   18.590983831   18.590918454
    3.438438438   18.398896204   18.398907193   18.398841896
    3.443443443   18.168162750   18.168173684   18.168108749
    3.448448448   17.904696005   17.904706795   17.904642494
    3.453453453   17.614731050   17.614741614   17.614678199
    3.458458458   17.304624927   17.304635188   17.304572892
    3.463463463   16.980675072   16.980684960   16.980623989
    3.468468468   16.648952824   16.648962276   16.648902809
    3.473473473   16.315158448   16.315167412   16.315109598
    3.478478478   15.984502814   15.984511243   15.984455201
    3.483483483   15.661618880   15.661626736   15.661572559
    3.488488488   15.350503834   15.350511088   15.350458837
    3.493493493   15.054490465   15.054497092   15.054446808
    3.498498498   14.776244550   14.776250534   14.776202232
    3.503503504   14.517783966   14.517789296   14.517742974
    3.508508509   14.280514927   14.280519596   14.280475239
    3.513513514   14.065281135   14.065285142   14.065242722
    3.518518519   13.872422474   13.872425824   13.872385304
    3.523523524   13.701840891   13.701843589   13.701804932
    3.528528529   13.553072006   13.553074065   13.553037228
    3.533533534   13.425361587   13.425363023   13.425327967
    3.538538539   13.317746018   13.317746850   13.317713536
    3.543543544   13.229135383   13.229135638   13.229104033
    3.548548549   13.158396781   13.158396487   13.158366561
    3.553553554   13.104434164   13.104433356   13.104405085
    3.558558559   13.066259893   13.066258610   13.066231976
    3.563563564   13.043052505   13.043050791   13.043025776
    3.568568569   13.034195403   13.034193304   13.034169898
    3.573573574   13.039292410   13.039289976   13.039268172
    3.578578579   13.058158224   13.058155507   13.058135297
    3.583583584   13.090784472   13.090781522   13.090762902
    3.588588589   13.137284753   13.137281621   13.137264588
    3.593593594   13.197824259   13.197820992   13.197805544
    3.598598599   13.272540907   13.272537550   13.272523685
    3.603603604   13.361465380   13.361461973   13.361449692
    3.608608609   13.464447059   13.464443638   13.464432941
    3.613613614   13.581091912   13.581088508   13.581079396
    3.618618619   13.710717174   13.710713814   13.710706288
    3.623623624   13.852326344   13.852323050   13.852317112
    3.628628629   14.004606644   14.004603434   14.004599086
    3.633633634   14.165949659   14.165946546   14.165943789
    3.638638639   14.334494232   14.334491229   14.334490060
    3.643643644   14.508188971   14.508186086   14.508186500
    3.648648649   14.684869899   14.684867141   14.684869124
    3.653653654   14.862347376   14.862344751   14.862348286
    3.658658659   15.038495586   15.038493100   15.038498159
    3.663663664   15.211338117   15.211335776   15.211342319
    3.668668669   15.379124447   15.379122259   15.379130235
    3.673673674   15.540394244   15.540392217   15.540401561
    3.678678679   15.694028707   15.694026851   15.694037483
    3.683683684   15.839289989   15.839288318   15.839300146
    3.688688689   15.975850455   15.975848983   15.975861902
    3.693693694   16.103812869   16.103811614   16.103825508
    3.698698699   16.223720972   16.223719956   16.223734699
    3.703703704   16.336557894   16.336557140   16.336572600
    3.708708709   16.443728397   16.443727933   16.443743975
    3.713713714   16.547020841   16.547020695   16.547037186
    3.718718719   16.648546140   16.648546342   16.648563152
    3.723723724   16.750653804   16.750654384   16.750671389
    3.728728729   16.855828607   16.855829594   16.855846680
    3.733733734   16.966574711   16.966576134   16.966593198
    3.738738739   17.085296397   17.085298281   17.085315231
    3.743743744   17.214185486   17.214187853   17.214204611
    3.748748749   17.355125020   17.355127887   17.355144387
    3.753753754   17.509617006   17.509620386   17.509636573
    3.758758759   17.678739480   17.678743379   17.678759211
    3.763763764   17.863135107   17.863139528   17.863154971
    3.768768769   18.063030366   18.063035304   18.063050335
    3.773773774   18.278281134   18.278286580   18.278301182
    3.778778779   18.508437475   18.508443413   18.508457580
    3.783783784   18.752817843   18.752824254   18.752837984
    3.788788789   19.010581149   19.010588007   19.010601304
    3.793793794   19.280784773   19.280792053   19.280804925
    3.798798799   19.562418032   19.562425704   19.562438161
    3.803803804   19.854403998   19.854412033   19.854424084
    3.808808809   20.155567814   20.155576183   20.155587833
    3.813813814   20.464575865   20.464584540   20.464595787
    3.818818819   20.779856428   20.779865384   20.779876215
    3.823823824   21.099517549   21.099526762   21.099537151
    3.828828829   21.421280716   21.421290167   21.421300071
    3.833833834   21.742448963   21.742458634   21.742467995
    3.838838839   22.059924894   22.059934769   22.059943509
    3.843843844   22.370288099   22.370298163   22.370306192
    3.848848849   22.669933211   22.669943447   22.669950661
    3.853853854   22.955260330   22.955270722   22.955277010
    3.858858859   23.222900327   23.222910855   23.222916103
    3.863863864   23.469950133   23.469960772   23.469964870
    3.868868869   23.694189200   23.694199923   23.694202772
    3.873873874   23.894249045   23.894259816   23.894261331
    3.878878879   24.069713272   24.069724052   24.069724169
    3.883883884   24.221135074   24.221145819   24.221144494
    3.888888889   24.349970829   24.349981491   24.349978705
    3.893893894   24.458439877   24.458450402   24.458446158
    3.898898899   24.549329567   24.549339902   24.549334224
    3.903903904   24.625769787   24.625779876   24.625772808
    3.908908909   24.691002012   24.691011800   24.691003399
    3.913913914   24.748165053   24.748174484   24.748164819
    3.918918919   24.800114389   24.800123412   24.800112557
    3.923923924   24.849285740   24.849294305   24.849282339
    3.928928929   24.897607649   24.897615707   24.897602713
    3.933933934   24.946463171   24.946470681   24.946456738
    3.938938939   24.996697559   24.996704479   24.996689668
    3.943943944   25.048666774   25.048673066   25.048657469
    3.948948949   25.102320317   25.102325946   25.102309646
    3.953953954   25.157310561   25.157315494   25.157298578
    3.958958959   25.213119348   25.213123554   25.213106114
    3.963963964   25.269191273   25.269194722   25.269176859
    3.968968969   25.325062343   25.325065009   25.325046830
    3.973973974   25.380473248   25.380475106   25.380456728
    3.978978979   25.435458593   25.435459620   25.435441167
    3.983983984   25.490406888   25.490407064   25.490388668
    3.988988989   25.546089980   25.546089289   25.546071085
    3.993993994   25.603663929   25.603662357   25.603644483
    3.998998999   25.664645083   25.664642621   25.664625214
    4.004004004   25.730865147   25.730861786   25.730844979
    4.009009009   25.804407665   25.804403401   25.804387321
    4.014014014   25.887526756   25.887521587   25.887506351
    4.019019019   25.982548013   25.982541939   25.982527650
    4.024024024   26.091752110   26.091745132   26.091731881
    4.029029029   26.217243796   26.217235920   26.217223775
    4.034034034   26.360812135   26.360803368   26.360792378
    4.039039039   26.523791177   26.523781530   26.523771717
    4.044044044   26.706932888   26.706922378   26.706913741
    4.049049049   26.910305507   26.910294156   26.910286664
    4.054054054   27.133230312   27.133218152   27.133211746
    4.059059059   27.374268091   27.374255160   27.374249757
    4.064064064   27.631263456   27.631249806   27.631245297
    4.069069069   27.901450702   27.901436395   27.901432653
    4.074074074   28.181619157   28.181604265   28.181601147
    4.079079079   28.468329216   28.468313822   28.468311178
    4.084084084   28.758162987   28.758147184   28.758144863
    4.089089089   29.047986642   29.047970528   29.047968386
    4.094094094   29.335196664   29.335180345   29.335178252
    4.099099099   29.617920662   29.617904242   29.617902087
    4.104104104   29.895146461   29.895130044   29.895127740
    4.109109109   30.166761155   30.166744839   30.166742324
    4.114114114   30.433493698   30.433477570   30.433474808
    4.119119119   30.696768442   30.696752578   30.696749559
    4.124124124   30.958490109   30.958474571   30.958471303
    4.129129129   31.220790336   31.220775171   31.220771680
    4.134134134   31.485770495   31.485755733   31.485752056
    4.139139139   31.755274271   31.755259928   31.755256110
    4.144144144   32.030717163   32.030703239   32.030699330
    4.149149149   32.312989985   32.312976471   32.312972523
    4.154154154   32.602441572   32.602428445   32.602424512
    4.159159159   32.898933902   32.898921134   32.898917271
    4.164164164   33.201952728   33.201940287   33.201936549
    4.169169169   33.510749756   33.510737607   33.510734054
    4.174174174   33.824489671   33.824477781   33.824474473
    4.179179179   34.142377276   34.142365617   34.142362616
    4.184184184   34.463746377   34.463734924   34.463732294
    4.189189189   34.788101518   34.788090253   34.788088056
    4.194194194   35.115114264   35.115103176   35.115101470
    4.199199199   35.444584921   35.444574006   35.444572846
    4.204204204   35.776386286   35.776375545   35.776374979
    4.209209209   36.110406989   36.110396429   36.110396498
    4.214214214   36.446508306   36.446497940   36.446498678
    4.219219219   36.784501404   36.784491249   36.784492684
    4.224224224   37.124144093   37.124134169   37.124136323
    4.229229229   37.465149791   37.465140125   37.465143016
    4.234234234   37.807198375   37.807188995   37.807192638
    4.239239239   38.149939568   38.149930507   38.149934914
    4.244244244   38.492983908   38.492975203   38.492980381
    4.249249249   38.835882230   38.835873919   38.835879873
    4.254254254   39.178099871   39.178091997   39.178098725
    4.259259259   39.518994428   39.518987032   39.518994523
    4.264264264   39.857804934   39.857798059   39.857806295
    4.269269269   40.193656164   40.193649851   40.193658802
    4.274274274   40.525575736   40.525570023   40.525579650
    4.279279279   40.852516020   40.852510941   40.852521192
    4.284284284   41.173369356   41.173364938   41.173375751
    4.289289289   41.486965115   41.486961376   41.486972680
    4.294294294   41.792040814   41.792037765   41.792049477
    4.299299299   42.087185885   42.087183525   42.087195554
    4.304304304   42.370764099   42.370762417   42.370774660
    4.309309309   42.640827045   42.640826016   42.640838364
    4.314314314   42.895034556   42.895034145   42.895046477
    4.319319319   43.130597652   43.130597810   43.130609999
    4.324324324   43.344255398   43.344256065   43.344267976
    4.329329329   43.532290248   43.532291354   43.532302848
    4.334334334   43.690579041   43.690580507   43.690591440
    4.339339339   43.814671037   43.814672777   43.814683004
    4.344344344   43.899882054   43.899883977   43.899893355
    4.349349349   43.941395606   43.941397623   43.941406010
    4.354354354   43.934367179   43.934369201   43.934376459
    4.359359359   43.874034556   43.874036501   43.874042497
    4.364364364   43.755842792   43.755844587   43.755849195
    4.369369369   43.575594540   43.575596123   43.575599229
    4.374374374   43.329633596   43.329634918   43.329636420
    4.379379379   43.015061724   43.015062751   43.015062567
    4.384384384   42.629977809   42.629978523   42.629976593
    4.389389389   42.173717022   42.173717419   42.173713713
    4.394394394   41.647059208   41.647059298   41.647053816
    4.399399399   41.052372926   41.052372734   41.052365512
    4.404404404   40.393665678   40.393665240   40.393656347
    4.409409409   39.676521445   39.676520805   39.676510344
    4.414414414   38.907921590   38.907920801   38.907908904
    4.419419419   38.095961307   38.095960428   38.095947247
    4.424424424   37.249487886   37.249486977   37.249472681
    4.429429429   36.377696579   36.377695702   36.377680466
    4.434434434   35.489723447   35.489722663   35.489706660
    4.439439439   34.594272287   34.594271653   34.594255048
    4.444444444   33.699305621   33.699305190   33.699288136
    4.449449449   32.811819578   32.811819399   32.811802027
    4.454454454   31.937711123   31.937711235   31.937693657
    4.459459459   31.081735247   31.081735681   31.081717986
    4.464464464   30.247540667   30.247541448   30.247523702
    4.469469469   29.437766157   29.437767298   29.437749547
    4.474474474   28.654176194   28.654177700   28.654159971
    4.479479479   27.897814329   27.897816195   27.897798498
    4.484484484   27.169155140   27.169157355   27.169139690
    4.489489489   26.468240319   26.468242863   26.468225219
    4.494494494   25.794790381   25.794793227   25.794775591
    4.499499499   25.148289659   25.148292780   25.148275136
    4.504504505   24.528047549   24.528050911   24.528033247
    4.509509510   23.933242501   23.933246072   23.933228383
    4.514514515   23.362956772   23.362960518   23.362942806
    4.519519520   22.816209205   22.816213094   22.816195374
    4.524524525   22.291991080   22.291995081   22.291977380
    4.529529530   21.789306816   21.789310902   21.789293258
    4.534534535   21.307218001   21.307222146   21.307204610
    4.539539540   20.844886502   20.844890682   20.844873317
    4.544544545   20.401610815   20.401615009   20.401597886
    4.549549550   19.976849635   19.976853823   19.976837020
    4.554554555   19.570227815   19.570231980   19.570215579
    4.559559560   19.181522198   19.181526324   19.181510407
    4.564564565   18.810627684   18.810631755   18.810616403
    4.569569570   18.457506798   18.457510801   18.457496089
    4.574574575   18.122128276   18.122132198   18.122118195
    4.579579580   17.804401472   17.804405300   17.804392067
    4.584584585   17.504113505   17.504117229   17.504104816
    4.589589590   17.220875238   17.220878846   17.220867295
    4.594594595   16.954080549   16.954084030   16.954073372
    4.599599600   16.702881593   16.702884939   16.702875195
    4.604604605   16.466180955   16.466184158   16.466175338
    4.609609610   16.242640193   16.242643243   16.242635351
    4.614614615   16.030703388   16.030706279   16.030699307
    4.619619620   15.828633894   15.828636619   15.828630555
    4.624624625   15.634562498   15.634565053   15.634559875
    4.629629630   15.446545377   15.446547758   15.446543439
    4.634634635   15.262630346   15.262632550   15.262629055
    4.639639640   15.080929642   15.080931670   15.080928957
    4.644644645   14.899696705   14.899698558   14.899696582
    4.649649650   14.717403174   14.717404855   14.717403564
    4.654654655   14.532810933   14.532812448   14.532811787
    4.659659660   14.345033003   14.345034359   14.345034269
    4.664664665   14.153576930   14.153578137   14.153578555
    4.669669670   13.958365423   13.958366492   13.958367357
    4.674674675   13.759731262   13.759732207   13.759733455
    4.679679680   13.558386591   13.558387427   13.558388996
    4.684684685   13.355369855   13.355370600   13.355372429
    4.689689690   13.151976223   13.151976893   13.151978925
    4.694694695   12.949678773   12.949679387   12.949681568
    4.699699700   12.750047938   12.750048514   12.750050793
    4.704704705   12.554675758   12.554676313   12.554678644
    4.709709710   12.365109907   12.365110459   12.365112801
    4.714714715   12.182800504   12.182801069   12.182803385
    4.719719720   12.009060908   12.009061500   12.009063758
    4.724724725   11.845042192   11.845042826   11.845044998
    4.729729730   11.691719891   11.691720579   11.691722642
    4.734734735   11.549890929   11.549891682   11.549893617
    4.739739740   11.420178293   11.420179123   11.420180913
    4.744744745   11.303040928   11.303041844   11.303043476
    4.749749750   11.198786420   11.198787431   11.198788894
    4.754754755   11.107584329   11.107585446   11.107586730
    4.759759760   11.029478423   11.029479654   11.029480751
    4.764764765   10.964396601   10.964397956   10.964398858
    4.769769770   10.912157938   10.912159425   10.912160125
    4.774774775   10.872476895   10.872478525   10.872479015
    4.779779780   10.844965370   10.844967151   10.844967427
    4.784784785   10.829133655   10.829135598   10.829135652
    4.789789790   10.824391625   10.824393738   10.824393565
    4.794794795   10.830051378   10.830053671   10.830053267
    4.799799800   10.845332273   10.845334755   10.845334117
    4.804804805   10.869368741   10.869371419   10.869370546
    4.809809810   10.901220675   10.901223557   10.901222452
    4.814814815   10.939885730   10.939888821   10.939887490
    4.819819820   10.984312612   10.984315917   10.984314369
    4.824824825   11.033414731   11.033418253   11.033416502
    4.829829830   11.086084167   11.086087905   11.086085970
    4.834834835   11.141206909   11.141210863   11.141208766
    4.839839840   11.197681207   11.197685373   11.197683142
    4.844844845   11.254441396   11.254445769   11.254443434
    4.849849850   11.310489298   11.310493869   11.310491464
    4.854854855   11.364934091   11.364938851   11.364936413
    4.859859860   11.417039538   11.417044476   11.417042040
    4.864864865   11.466275000   11.466280104   11.466277708
    4.869869870   11.512364505   11.512369762   11.512367444
    4.874874875   11.555326839   11.555332234   11.555330029
    4.879879880   11.595499751   11.595505272   11.595503212
    4.884884885   11.633543072   11.633548705   11.633546821
    4.889889890   11.670418404   11.670424140   11.670422455
    4.894894895   11.707346587   11.707352415   11.707350953
    4.899899900   11.745747348   11.745753261   11.745752036
    4.904904905   11.787167881   11.787173874   11.787172898
    4.909909910   11.833208025   11.833214093   11.833213373
    4.914914915   11.885449216   11.885455359   11.885454895
    4.919919920   11.945392866   11.945399084   11.945398873
    4.924924925   12.014411588   12.014417883   12.014417916
    4.929929930   12.093714492   12.093720865   12.093721131
    4.934934935   12.184325826   12.184332279   12.184332763
    4.939939940   12.287075009   12.287081541   12.287082227
    4.944944945   12.402595418   12.402602030   12.402602897
    4.949949950   12.531329365   12.531336053   12.531337081
    4.954954955   12.673537021   12.673543780   12.673544948
    4.959959960   12.829307672   12.829314493   12.829315780
    4.964964965   12.998572130   12.998579003   12.998580386
    4.969969970   13.181115428   13.181122339   13.181123797
    4.974974975   13.376588828   13.376595761   13.376597274
    4.979979980   13.584519951   13.584526890   13.584528438
    4.984984985   13.804319499   13.804326424   13.804327991
    4.989989990   14.035283020   14.035289910   14.035291481
    4.994994995   14.276586600   14.276593435   14.276594997
    5.000000000   14.527276404   14.527283163   14.527284705
