# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    1.216216216    0.142975616    0.142975594    0.142975409
    1.221221221    0.143794315    0.143794293    0.143794107
    1.226226226    0.144616476    0.144616454    0.144616267
    1.231231231    0.145442130    0.145442108    0.145441920
    1.236236236    0.146271307    0.146271284    0.146271096
    1.241241241    0.147104035    0.147104013    0.147103823
    1.246246246    0.147940346    0.147940324    0.147940133
    1.251251251    0.148780271    0.148780248    0.148780056
    1.256256256    0.149623839    0.149623817    0.149623624
    1.261261261    0.150471082    0.150471060    0.150470866
    1.266266266    0.151322033    0.151322010    0.151321815
    1.271271271    0.152176721    0.152176699    0.152176502
    1.276276276    0.153035180    0.153035157    0.153034960
    1.281281281    0.153897442    0.153897419    0.153897221
    1.286286286    0.154763539    0.154763516    0.154763317
    1.291291291    0.155633505    0.155633482    0.155633282
    1.296296296    0.156507372    0.156507349    0.156507148
    1.301301301    0.157385175    0.157385152    0.157384950
    1.306306306    0.158266947    0.158266924    0.158266720
    1.311311311    0.159152722    0.159152699    0.159152495
    1.316316316    0.160042536    0.160042512    0.160042307
    1.321321321    0.160936422    0.160936399    0.160936192
    1.326326326    0.161834417    0.161834393    0.161834186
    1.331331331    0.162736555    0.162736532    0.162736323
    1.336336336    0.163642874    0.163642850    0.163642641
    1.341341341    0.164553408    0.164553385    0.164553174
    1.346346346    0.165468196    0.165468172    0.165467960
    1.351351351    0.166387273    0.166387249    0.166387036
    1.356356356    0.167310678    0.167310654    0.167310440
    1.361361361    0.168238447    0.168238423    0.168238208
    1.366366366    0.169170620    0.169170596    0.169170379
    1.371371371    0.170107234    0.170107210    0.170106993
    1.376376376    0.171048329    0.171048305    0.171048086
    1.381381381    0.171993944    0.171993920    0.171993700
    1.386386386    0.172944118    0.172944094    0.172943874
    1.391391391    0.173898893    0.173898869    0.173898647
    1.396396396    0.174858307    0.174858283    0.174858060
    1.401401401    0.175822403    0.175822379    0.175822155
    1.406406406    0.176791222    0.176791197    0.176790972
    1.411411411    0.177764805    0.177764780    0.177764554
    1.416416416    0.178743194    0.178743169    0.178742942
    1.421421421    0.179726433    0.179726408    0.179726179
    1.426426426    0.180714564    0.180714539    0.180714309
    1.431431431    0.181707630    0.181707606    0.181707374
    1.436436436    0.182705677    0.182705652    0.182705420
    1.441441441    0.183708748    0.183708723    0.183708490
    1.446446446    0.184716888    0.184716863    0.184716629
    1.451451451    0.185730143    0.185730118    0.185729882
    1.456456456    0.186748559    0.186748534    0.186748296
    1.461461461    0.187772181    0.187772156    0.187771917
    1.466466466    0.188801057    0.188801032    0.188800792
    1.471471471    0.189835234    0.189835209    0.189834968
    1.476476476    0.190874760    0.190874735    0.190874493
    1.481481481    0.191919683    0.191919658    0.191919415
    1.486486486    0.192970053    0.192970028    0.192969783
    1.491491491    0.194025918    0.194025893    0.194025647
    1.496496496    0.195087329    0.195087304    0.195087057
    1.501501502    0.196154336    0.196154311    0.196154063
    1.506506507    0.197226991    0.197226965    0.197226716
    1.511511512    0.198305344    0.198305318    0.198305067
    1.516516517    0.199389448    0.199389422    0.199389170
    1.521521522    0.200479356    0.200479330    0.200479077
    1.526526527    0.201575120    0.201575095    0.201574840
    1.531531532    0.202676796    0.202676771    0.202676515
    1.536536537    0.203784438    0.203784412    0.203784155
    1.541541542    0.204898100    0.204898074    0.204897816
    1.546546547    0.206017839    0.206017813    0.206017553
    1.551551552    0.207143710    0.207143684    0.207143423
    1.556556557    0.208275771    0.208275745    0.208275483
    1.561561562    0.209414080    0.209414054    0.209413790
    1.566566567    0.210558695    0.210558669    0.210558404
    1.571571572    0.211709674    0.211709648    0.211709382
    1.576576577    0.212867078    0.212867052    0.212866784
    1.581581582    0.214030966    0.214030940    0.214030671
    1.586586587    0.215201401    0.215201375    0.215201104
    1.591591592    0.216378443    0.216378416    0.216378145
    1.596596597    0.217562155    0.217562128    0.217561855
    1.601601602    0.218752600    0.218752573    0.218752299
    1.606606607    0.219949842    0.219949815    0.219949539
    1.611611612    0.221153945    0.221153919    0.221153641
    1.616616617    0.222364976    0.222364949    0.222364671
    1.621621622    0.223583000    0.223582973    0.223582693
    1.626626627    0.224808084    0.224808057    0.224807775
    1.631631632    0.226040295    0.226040269    0.226039986
    1.636636637    0.227279704    0.227279677    0.227279393
    1.641641642    0.228526378    0.228526351    0.228526065
    1.646646647    0.229780388    0.229780361    0.229780074
    1.651651652    0.231041805    0.231041778    0.231041489
    1.656656657    0.232310700    0.232310674    0.232310383
    1.661661662    0.233587148    0.233587121    0.233586829
    1.666666667    0.234871220    0.234871193    0.234870900
    1.671671672    0.236162992    0.236162965    0.236162670
    1.676676677    0.237462539    0.237462512    0.237462216
    1.681681682    0.238769938    0.238769911    0.238769613
    1.686686687    0.240085265    0.240085238    0.240084939
    1.691691692    0.241408599    0.241408572    0.241408271
    1.696696697    0.242740019    0.242739992    0.242739690
    1.701701702    0.244079605    0.244079578    0.244079274
    1.706706707    0.245427439    0.245427412    0.245427106
    1.711711712    0.246783602    0.246783575    0.246783268
    1.716716717    0.248148178    0.248148151    0.248147842
    1.721721722    0.249521251    0.249521224    0.249520913
    1.726726727    0.250902906    0.250902878    0.250902566
    1.731731732    0.252293229    0.252293202    0.252292888
    1.736736737    0.253692309    0.253692281    0.253691966
    1.741741742    0.255100233    0.255100205    0.255099889
    1.746746747    0.256517091    0.256517064    0.256516745
    1.751751752    0.257942974    0.257942947    0.257942627
    1.756756757    0.259377975    0.259377948    0.259377626
    1.761761762    0.260822186    0.260822158    0.260821835
    1.766766767    0.262275701    0.262275674    0.262275349
    1.771771772    0.263738617    0.263738590    0.263738263
    1.776776777    0.265211030    0.265211003    0.265210674
    1.781781782    0.266693038    0.266693011    0.266692681
    1.786786787    0.268184741    0.268184714    0.268184382
    1.791791792    0.269686239    0.269686212    0.269685878
    1.796796797    0.271197635    0.271197608    0.271197272
    1.801801802    0.272719032    0.272719004    0.272718667
    1.806806807    0.274250534    0.274250507    0.274250167
    1.811811812    0.275792248    0.275792220    0.275791879
    1.816816817    0.277344281    0.277344254    0.277343911
    1.821821822    0.278906742    0.278906715    0.278906370
    1.826826827    0.280479743    0.280479715    0.280479369
    1.831831832    0.282063394    0.282063367    0.282063018
    1.836836837    0.283657809    0.283657782    0.283657432
    1.841841842    0.285263104    0.285263077    0.285262725
    1.846846847    0.286879395    0.286879368    0.286879014
    1.851851852    0.288506800    0.288506773    0.288506417
    1.856856857    0.290145439    0.290145412    0.290145054
    1.861861862    0.291795433    0.291795406    0.291795046
    1.866866867    0.293456907    0.293456879    0.293456518
    1.871871872    0.295129983    0.295129956    0.295129592
    1.876876877    0.296814790    0.296814763    0.296814397
    1.881881882    0.298511456    0.298511429    0.298511061
    1.886886887    0.300220111    0.300220083    0.300219714
    1.891891892    0.301940886    0.301940859    0.301940487
    1.896896897    0.303673916    0.303673889    0.303673515
    1.901901902    0.305419337    0.305419310    0.305418934
    1.906906907    0.307177286    0.307177259    0.307176881
    1.911911912    0.308947903    0.308947876    0.308947496
    1.916916917    0.310731331    0.310731304    0.310730922
    1.921921922    0.312527712    0.312527685    0.312527300
    1.926926927    0.314337192    0.314337165    0.314336779
    1.931931932    0.316159920    0.316159893    0.316159505
    1.936936937    0.317996046    0.317996019    0.317995628
    1.941941942    0.319845722    0.319845695    0.319845302
    1.946946947    0.321709102    0.321709075    0.321708680
    1.951951952    0.323586344    0.323586317    0.323585920
    1.956956957    0.325477607    0.325477580    0.325477180
    1.961961962    0.327383052    0.327383025    0.327382623
    1.966966967    0.329302843    0.329302816    0.329302412
    1.971971972    0.331237147    0.331237120    0.331236714
    1.976976977    0.333186132    0.333186106    0.333185697
    1.981981982    0.335149971    0.335149944    0.335149534
    1.986986987    0.337128837    0.337128810    0.337128397
    1.991991992    0.339122907    0.339122880    0.339122465
    1.996996997    0.341132361    0.341132334    0.341131916
    2.002002002    0.343157380    0.343157353    0.343156933
    2.007007007    0.345198150    0.345198123    0.345197700
    2.012012012    0.347254858    0.347254832    0.347254406
    2.017017017    0.349327696    0.349327669    0.349327242
    2.022022022    0.351416857    0.351416830    0.351416400
    2.027027027    0.353522538    0.353522511    0.353522079
    2.032032032    0.355644938    0.355644912    0.355644477
    2.037037037    0.357784262    0.357784236    0.357783798
    2.042042042    0.359940715    0.359940689    0.359940248
    2.047047047    0.362114507    0.362114480    0.362114037
    2.052052052    0.364305850    0.364305824    0.364305378
    2.057057057    0.366514961    0.366514935    0.366514487
    2.062062062    0.368742060    0.368742035    0.368741584
    2.067067067    0.370987371    0.370987345    0.370986891
    2.072072072    0.373251119    0.373251094    0.373250637
    2.077077077    0.375533537    0.375533512    0.375533052
    2.082082082    0.377834858    0.377834833    0.377834371
    2.087087087    0.380155321    0.380155296    0.380154831
    2.092092092    0.382495168    0.382495143    0.382494675
    2.097097097    0.384854646    0.384854620    0.384854150
    2.102102102    0.387234004    0.387233979    0.387233506
    2.107107107    0.389633498    0.389633473    0.389632997
    2.112112112    0.392053386    0.392053362    0.392052882
    2.117117117    0.394493933    0.394493908    0.394493426
    2.122122122    0.396955404    0.396955380    0.396954894
    2.127127127    0.399438074    0.399438049    0.399437561
    2.132132132    0.401942218    0.401942194    0.401941702
    2.137137137    0.404468119    0.404468095    0.404467600
    2.142142142    0.407016063    0.407016039    0.407015541
    2.147147147    0.409586342    0.409586318    0.409585817
    2.152152152    0.412179252    0.412179228    0.412178725
    2.157157157    0.414795096    0.414795072    0.414794565
    2.162162162    0.417434180    0.417434157    0.417433647
    2.167167167    0.420096818    0.420096794    0.420096281
    2.172172172    0.422783327    0.422783303    0.422782786
    2.177177177    0.425494031    0.425494007    0.425493487
    2.182182182    0.428229260    0.428229236    0.428228713
    2.187187187    0.430989349    0.430989326    0.430988799
    2.192192192    0.433774640    0.433774617    0.433774087
    2.197197197    0.436585481    0.436585458    0.436584925
    2.202202202    0.439422227    0.439422204    0.439421667
    2.207207207    0.442285237    0.442285214    0.442284673
    2.212212212    0.445174879    0.445174857    0.445174312
    2.217217217    0.448091528    0.448091506    0.448090958
    2.222222222    0.451035565    0.451035543    0.451034991
    2.227227227    0.454007377    0.454007355    0.454006799
    2.232232232    0.457007360    0.457007339    0.457006779
    2.237237237    0.460035918    0.460035897    0.460035334
    2.242242242    0.463093461    0.463093440    0.463092873
    2.247247247    0.466180408    0.466180387    0.466179816
    2.252252252    0.469297185    0.469297164    0.469296589
    2.257257257    0.472444227    0.472444206    0.472443627
    2.262262262    0.475621977    0.475621956    0.475621374
    2.267267267    0.478830887    0.478830866    0.478830280
    2.272272272    0.482071417    0.482071397    0.482070806
    2.277277277    0.485344038    0.485344018    0.485343423
    2.282282282    0.488649228    0.488649208    0.488648609
    2.287287287    0.491987476    0.491987456    0.491986853
    2.292292292    0.495359280    0.495359261    0.495358653
    2.297297297    0.498765148    0.498765129    0.498764517
    2.302302302    0.502205600    0.502205581    0.502204964
    2.307307307    0.505681163    0.505681144    0.505680524
    2.312312312    0.509192378    0.509192360    0.509191734
    2.317317317    0.512739796    0.512739778    0.512739148
    2.322322322    0.516323979    0.516323961    0.516323326
    2.327327327    0.519945501    0.519945483    0.519944844
    2.332332332    0.523604947    0.523604930    0.523604286
    2.337337337    0.527302917    0.527302900    0.527302251
    2.342342342    0.531040020    0.531040003    0.531039350
    2.347347347    0.534816881    0.534816865    0.534816206
    2.352352352    0.538634137    0.538634120    0.538633457
    2.357357357    0.542492437    0.542492421    0.542491753
    2.362362362    0.546392448    0.546392432    0.546391758
    2.367367367    0.550334847    0.550334832    0.550334153
    2.372372372    0.554320329    0.554320314    0.554319630
    2.377377377    0.558349604    0.558349589    0.558348900
    2.382382382    0.562423395    0.562423380    0.562422686
    2.387387387    0.566542443    0.566542429    0.566541729
    2.392392392    0.570707506    0.570707492    0.570706787
    2.397397397    0.574919358    0.574919345    0.574918634
    2.402402402    0.579178792    0.579178778    0.579178062
    2.407407407    0.583486615    0.583486603    0.583485880
    2.412412412    0.587843658    0.587843646    0.587842918
    2.417417417    0.592250767    0.592250755    0.592250021
    2.422422422    0.596708809    0.596708798    0.596708058
    2.427427427    0.601218672    0.601218661    0.601217914
    2.432432432    0.605781262    0.605781251    0.605780499
    2.437437437    0.610397510    0.610397499    0.610396741
    2.442442442    0.615068366    0.615068355    0.615067591
    2.447447447    0.619794804    0.619794794    0.619794023
    2.452452452    0.624577821    0.624577812    0.624577034
    2.457457457    0.629418440    0.629418431    0.629417647
    2.462462462    0.634317705    0.634317697    0.634316906
    2.467467467    0.639276690    0.639276682    0.639275884
    2.472472472    0.644296491    0.644296483    0.644295679
    2.477477477    0.649378234    0.649378227    0.649377415
    2.482482482    0.654523073    0.654523066    0.654522248
    2.487487487    0.659732190    0.659732184    0.659731358
    2.492492492    0.665006797    0.665006791    0.665005958
    2.497497497    0.670348137    0.670348132    0.670347291
    2.502502503    0.675757485    0.675757481    0.675756633
    2.507507508    0.681236150    0.681236146    0.681235291
    2.512512513    0.686785473    0.686785469    0.686784606
    2.517517518    0.692406830    0.692406827    0.692405956
    2.522522523    0.698101635    0.698101632    0.698100753
    2.527527528    0.703871338    0.703871336    0.703870449
    2.532532533    0.709717429    0.709717428    0.709716533
    2.537537538    0.715641437    0.715641437    0.715640533
    2.542542543    0.721644934    0.721644934    0.721644021
    2.547547548    0.727729531    0.727729532    0.727728611
    2.552552553    0.733896889    0.733896890    0.733895961
    2.557557558    0.740148710    0.740148712    0.740147773
    2.562562563    0.746486746    0.746486748    0.746485801
    2.567567568    0.752912797    0.752912801    0.752911844
    2.572572573    0.759428716    0.759428720    0.759427754
    2.577577578    0.766036407    0.766036411    0.766035436
    2.582582583    0.772737828    0.772737834    0.772736848
    2.587587588    0.779534996    0.779535002    0.779534008
    2.592592593    0.786429986    0.786429993    0.786428988
    2.597597598    0.793424933    0.793424941    0.793423926
    2.602602603    0.800522036    0.800522045    0.800521019
    2.607607608    0.807723561    0.807723570    0.807722534
    2.612612613    0.815031840    0.815031850    0.815030803
    2.617617618    0.822449277    0.822449288    0.822448230
    2.622622623    0.829978349    0.829978361    0.829977293
    2.627627628    0.837621612    0.837621624    0.837620545
    2.632632633    0.845381697    0.845381710    0.845380619
    2.637637638    0.853261321    0.853261336    0.853260233
    2.642642643    0.861263287    0.861263302    0.861262187
    2.647647648    0.869390485    0.869390501    0.869389374
    2.652652653    0.877645900    0.877645917    0.877644778
    2.657657658    0.886032614    0.886032632    0.886031480
    2.662662663    0.894553809    0.894553828    0.894552664
    2.667667668    0.903212772    0.903212792    0.903211615
    2.672672673    0.912012901    0.912012922    0.912011732
    2.677677678    0.920957707    0.920957730    0.920956526
    2.682682683    0.930050821    0.930050844    0.930049627
    2.687687688    0.939295997    0.939296022    0.939294790
    2.692692693    0.948697121    0.948697147    0.948695901
    2.697697698    0.958258212    0.958258239    0.958256978
    2.702702703    0.967983432    0.967983460    0.967982185
    2.707707708    0.977877092    0.977877121    0.977875830
    2.712712713    0.987943654    0.987943685    0.987942379
    2.717717718    0.998187747    0.998187778    0.998186457
    2.722722723    1.008614164    1.008614197    1.008612859
    2.727727728    1.019227879    1.019227914    1.019226559
    2.732732733    1.030034050    1.030034086    1.030032715
    2.737737738    1.041038029    1.041038066    1.041036678
    2.742742743    1.052245373    1.052245412    1.052244006
    2.747747748    1.063661852    1.063661892    1.063660469
    2.752752753    1.075293460    1.075293501    1.075292060
    2.757757758    1.087146426    1.087146469    1.087145009
    2.762762763    1.099227227    1.099227271    1.099225792
    2.767767768    1.111542599    1.111542645    1.111541147
    2.772772773    1.124099551    1.124099599    1.124098081
    2.777777778    1.136905380    1.136905430    1.136903892
