# energy grid [eV]     epsr_x  epsr_y  epsr_z
# plasmon frequences [eV]:    10.130689433   10.130689637   10.130687534
    2.737737738   17.654841019   17.654818299   17.654734046
    2.742742743   17.705806895   17.705784176   17.705699855
    2.747747748   17.757297388   17.757274671   17.757190282
    2.752752753   17.809321429   17.809298714   17.809214256
    2.757757758   17.861888166   17.861865453   17.861780925
    2.762762763   17.915006971   17.914984260   17.914899661
    2.767767768   17.968687444   17.968664735   17.968580065
    2.772772773   18.022939423   18.022916716   18.022831973
    2.777777778   18.077772989   18.077750284   18.077665467
    2.782782783   18.133198471   18.133175768   18.133090878
    2.787787788   18.189226458   18.189203757   18.189118791
    2.792792793   18.245867800   18.245845102   18.245760060
    2.797797798   18.303133622   18.303110926   18.303025806
    2.802802803   18.361035323   18.361012630   18.360927432
    2.807807808   18.419584593   18.419561902   18.419476625
    2.812812813   18.478793411   18.478770723   18.478685365
    2.817817818   18.538674059   18.538651374   18.538565935
    2.822822823   18.599239127   18.599216445   18.599130924
    2.827827828   18.660501521   18.660478842   18.660393237
    2.832832833   18.722474468   18.722451793   18.722366102
    2.837837838   18.785171526   18.785148853   18.785063077
    2.842842843   18.848606588   18.848583918   18.848498055
    2.847847848   18.912793889   18.912771223   18.912685271
    2.852852853   18.977748014   18.977725352   18.977639310
    2.857857858   19.043483901   19.043461242   19.043375109
    2.862862863   19.110016844   19.109994188   19.109907964
    2.867867868   19.177362500   19.177339848   19.177253530
    2.872872873   19.245536890   19.245514242   19.245427829
    2.877877878   19.314556399   19.314533755   19.314447246
    2.882882883   19.384437777   19.384415137   19.384328530
    2.887887888   19.455198135   19.455175500   19.455088793
    2.892892893   19.526854942   19.526832311   19.526745504
    2.897897898   19.599426017   19.599403391   19.599316481
    2.902902903   19.672929516   19.672906895   19.672819881
    2.907907908   19.747383922   19.747361306   19.747274187
    2.912912913   19.822808024   19.822785412   19.822698185
    2.917917918   19.899220889   19.899198282   19.899110947
    2.922922923   19.976641840   19.976619238   19.976531792
    2.927927928   20.055090411   20.055067815   20.054980257
    2.932932933   20.134586309   20.134563718   20.134476046
    2.937937938   20.215149350   20.215126765   20.215038977
    2.942942943   20.296799401   20.296776821   20.296688915
    2.947947948   20.379556293   20.379533720   20.379445694
    2.952952953   20.463439733   20.463417166   20.463329018
    2.957957958   20.548469186   20.548446625   20.548358354
    2.962962963   20.634663746   20.634641191   20.634552794
    2.967967968   20.722041976   20.722019427   20.721930902
    2.972972973   20.810621724   20.810599182   20.810510527
    2.977977978   20.900419911   20.900397376   20.900308588
    2.982982983   20.991452275   20.991429747   20.991340824
    2.987987988   21.083733080   21.083710559   21.083621499
    2.992992993   21.177274774   21.177252260   21.177163061
    2.997997998   21.272087594   21.272065087   21.271975746
    3.003003003   21.368179109   21.368156610   21.368067125
    3.008008008   21.465553701   21.465531209   21.465441578
    3.013013013   21.564211956   21.564189472   21.564099691
    3.018018018   21.664149984   21.664127507   21.664037574
    3.023023023   21.765358639   21.765336169   21.765246081
    3.028028028   21.867822641   21.867800179   21.867709934
    3.033033033   21.971519601   21.971497146   21.971406741
    3.038038038   22.076418924   22.076396477   22.076305909
    3.043043043   22.182480630   22.182458190   22.182367457
    3.048048048   22.289654060   22.289631627   22.289540726
    3.053053053   22.397876526   22.397854100   22.397763027
    3.058058058   22.507071903   22.507049484   22.506958237
    3.063063063   22.617149245   22.617126832   22.617035407
    3.068068068   22.728001472   22.727979065   22.727887460
    3.073073073   22.839504252   22.839481850   22.839390062
    3.078078078   22.951515208   22.951492811   22.951400837
    3.083083083   23.063873636   23.063851244   23.063759080
    3.088088088   23.176400963   23.176378573   23.176286218
    3.093093093   23.288902221   23.288879834   23.288787282
    3.098098098   23.401168864   23.401146478   23.401053728
    3.103103103   23.512983269   23.512960884   23.512867931
    3.108108108   23.624125271   23.624102886   23.624009726
    3.113113113   23.734381023   23.734358637   23.734265266
    3.118118118   23.843554374   23.843531986   23.843438401
    3.123123123   23.951480722   23.951458331   23.951364525
    3.128128128   24.058043020   24.058020625   24.057926593
    3.133133133   24.163189206   24.163166807   24.163072543
    3.138138138   24.266949847   24.266927443   24.266832939
    3.143143143   24.369454324   24.369431917   24.369337164
    3.148148148   24.470943514   24.470921105   24.470826094
    3.153153153   24.571776745   24.571754334   24.571659054
    3.158158158   24.672430982   24.672408572   24.672313013
    3.163163163   24.773490817   24.773468409   24.773372558
    3.168168168   24.875628765   24.875606363   24.875510208
    3.173173173   24.979576696   24.979554304   24.979457831
    3.178178178   25.086090497   25.086068118   25.085971315
    3.183183183   25.195911133   25.195888771   25.195791625
    3.188188188   25.309725867   25.309703526   25.309606025
    3.193193193   25.428133280   25.428110964   25.428013098
    3.198198198   25.551615068   25.551592781   25.551494538
    3.203203203   25.680516408   25.680494154   25.680395526
    3.208208208   25.815035380   25.815013161   25.814914140
    3.213213213   25.955220677   25.955198499   25.955099076
    3.218218218   26.100975952   26.100953818   26.100853987
    3.223223223   26.252068602   26.252046516   26.251946271
    3.228228228   26.408140742   26.408118707   26.408018043
    3.233233233   26.568720294   26.568698315   26.568597226
    3.238238238   26.733230549   26.733208631   26.733107112
    3.243243243   26.900997028   26.900975176   26.900873222
    3.248248248   27.071250950   27.071229169   27.071126775
    3.253253253   27.243129000   27.243107296   27.243004459
    3.258258258   27.415669423   27.415647805   27.415544519
    3.263263263   27.587804701   27.587783177   27.587679438
    3.268268268   27.758351225   27.758329804   27.758225608
    3.273273273   27.925996548   27.925975240   27.925870585
    3.278278278   28.089284899   28.089263717   28.089158601
    3.283283283   28.246601814   28.246580769   28.246475192
    3.288288288   28.396158887   28.396137994   28.396031957
    3.293293293   28.535979895   28.535959169   28.535852675
    3.298298298   28.663889786   28.663869243   28.663762300
    3.303303303   28.777508347   28.777488005   28.777380623
    3.308308308   28.874250656   28.874230530   28.874122727
    3.313313313   28.951336718   28.951316827   28.951208624
    3.318318318   29.005812901   29.005793259   29.005684687
    3.323323323   29.034587790   29.034568411   29.034459512
    3.328328328   29.034484927   29.034465823   29.034356648
    3.333333333   29.002314334   29.002295511   29.002186126
    3.338338338   28.934963805   28.934945263   28.934835752
    3.343343343   28.829509602   28.829491335   28.829381798
    3.348348348   28.683344408   28.683326400   28.683216959
    3.353353353   28.494318349   28.494300573   28.494191371
    3.358358358   28.260886680   28.260869101   28.260760304
    3.363363363   27.982255661   27.982238229   27.982130027
    3.368368368   27.658516416   27.658499069   27.658391674
    3.373373373   27.290755577   27.290738243   27.290631884
    3.378378378   26.881131436   26.881114035   26.881008957
    3.383383383   26.432905544   26.432887987   26.432784446
    3.388388388   25.950422231   25.950404423   25.950302680
    3.393393393   25.439032463   25.439014310   25.438914621
    3.398398398   24.904963368   24.904944776   24.904847386
    3.403403403   24.355139996   24.355120878   24.355026015
    3.408408408   23.796970611   23.796950885   23.796858753
    3.413413413   23.238109946   23.238089542   23.238000316
    3.418418418   22.686216021   22.686194880   22.686108702
    3.423423423   22.148715015   22.148693089   22.148610064
    3.428428428   21.632586025   21.632563283   21.632483478
    3.433433433   21.144174120   21.144150542   21.144073986
    3.438438438   20.689036827   20.689012406   20.688939091
    3.443443443   20.271826761   20.271801503   20.271731385
    3.448448448   19.896211577   19.896185500   19.896118501
    3.453453453   19.564831534   19.564804666   19.564740677
    3.458458458   19.279294263   19.279266640   19.279205525
    3.463463463   19.040205310   19.040176976   19.040118578
    3.468468468   18.847231608   18.847202615   18.847146757
    3.473473473   18.699193279   18.699163682   18.699110176
    3.478478478   18.594177487   18.594147345   18.594095996
    3.483483483   18.529666920   18.529636294   18.529586904
    3.488488488   18.502675086   18.502644039   18.502596414
    3.493493493   18.509881165   18.509849759   18.509803712
    3.498498498   18.547758419   18.547726717   18.547682069
    3.503503504   18.612691914   18.612659977   18.612616565
    3.508508509   18.701083068   18.701050956   18.701008629
    3.513513514   18.809440121   18.809407893   18.809366517
    3.518518519   18.934454651   18.934422364   18.934381819
    3.523523524   19.073064739   19.073032450   19.072992633
    3.528528529   19.222505283   19.222473048   19.222433868
    3.533533534   19.380345408   19.380313279   19.380274658
    3.538538539   19.544512179   19.544480208   19.544442079
    3.543543544   19.713299170   19.713267409   19.713229713
    3.548548549   19.885358160   19.885326656   19.885289340
    3.553553554   20.059672559   20.059641357   20.059604374
    3.558558559   20.235512347   20.235481488   20.235444794
    3.563563564   20.412372014   20.412341533   20.412305085
    3.568568569   20.589895220   20.589865149   20.589828904
    3.573573574   20.767791942   20.767762303   20.767726220
    3.578578579   20.945755379   20.945726190   20.945690226
    3.583583584   21.123386414   21.123357685   21.123321794
    3.588588589   21.300132817   21.300104551   21.300068690
    3.593593594   21.475248796   21.475220991   21.475185113
    3.598598599   21.647778268   21.647750915   21.647714972
    3.603603604   21.816562825   21.816535912   21.816499855
    3.608608609   21.980273195   21.980246705   21.980210483
    3.613613614   22.137461191   22.137435105   22.137398667
    3.618618619   22.286627930   22.286602229   22.286565518
    3.623623624   22.426303143   22.426277807   22.426240763
    3.628628629   22.555129847   22.555104856   22.555067416
    3.633633634   22.671948226   22.671923562   22.671885657
    3.638638639   22.775872488   22.775848134   22.775809690
    3.643643644   22.866354739   22.866330680   22.866291616
    3.648648649   22.943230886   22.943207109   22.943167339
    3.653653654   23.006745170   23.006721665   23.006681096
    3.658658659   23.057552161   23.057528919   23.057487456
    3.663663664   23.096697461   23.096674477   23.096632019
    3.668668669   23.125580502   23.125557771   23.125514217
    3.673673674   23.145904040   23.145881562   23.145836811
    3.678678679   23.159614948   23.159592720   23.159546676
    3.683683684   23.168839721   23.168817744   23.168770316
    3.688688689   23.175816250   23.175794525   23.175745633
    3.693693694   23.182821598   23.182800124   23.182749699
    3.698698699   23.192094627   23.192073405   23.192021393
    3.703703704   23.205752773   23.205731797   23.205678161
    3.708708709   23.225704048   23.225683313   23.225628031
    3.713713714   23.253558000   23.253537496   23.253480565
    3.718718719   23.290541900   23.290521613   23.290463046
    3.723723724   23.337430096   23.337410007   23.337349832
    3.728728729   23.394494589   23.394474674   23.394412933
    3.733733734   23.461483374   23.461463603   23.461400349
    3.738738739   23.537630211   23.537610553   23.537545845
    3.743743744   23.621695960   23.621676375   23.621610281
    3.748748749   23.712038020   23.712018468   23.711951056
    3.753753754   23.806701447   23.806681883   23.806613224
    3.758758759   23.903523130   23.903503509   23.903433671
    3.763763764   24.000239237   24.000219511   24.000148563
    3.768768769   24.094585859   24.094565981   24.094493985
    3.773773774   24.184383453   24.184363378   24.184290394
    3.778778779   24.267597296   24.267576980   24.267503062
    3.783783784   24.342368808   24.342348210   24.342273405
    3.788788789   24.407016299   24.406995382   24.406919729
    3.793793794   24.460008152   24.459986883   24.459910412
    3.798798799   24.499916188   24.499894539   24.499817269
    3.803803804   24.525361130   24.525339079   24.525261018
    3.808808809   24.534964777   24.534942304   24.534863449
    3.813813814   24.527323874   24.527300964   24.527221303
    3.818818819   24.501018427   24.500995068   24.500914578
    3.823823824   24.454662313   24.454638495   24.454557149
    3.828828829   24.386997285   24.386972996   24.386890764
    3.833833834   24.297023716   24.296998946   24.296915799
    3.838838839   24.184153993   24.184128731   24.184044650
    3.843843844   24.048368440   24.048342670   24.048257647
    3.848848849   23.890350208   23.890323912   23.890237958
    3.853853854   23.711575559   23.711548716   23.711461862
    3.858858859   23.514339797   23.514312385   23.514224684
    3.863863864   23.301706690   23.301678684   23.301590215
    3.868868869   23.077379634   23.077351008   23.077261870
    3.873873874   22.845504327   22.845475056   22.845385369
    3.878878879   22.610423246   22.610393307   22.610303207
    3.883883884   22.376409511   22.376378884   22.376288516
    3.888888889   22.147410355   22.147379024   22.147288539
    3.893893894   21.926827966   21.926795921   21.926705468
    3.898898899   21.717358756   21.717325992   21.717235716
    3.903903904   21.520902800   21.520869319   21.520779356
    3.908908909   21.338545434   21.338511244   21.338421717
    3.913913914   21.170604523   21.170569638   21.170480657
    3.918918919   21.016730996   21.016695435   21.016607099
    3.923923924   20.876047207   20.876010993   20.875923387
    3.928928929   20.747307208   20.747270368   20.747183567
    3.933933934   20.629064352   20.629026918   20.628940988
    3.938938939   20.519833747   20.519795751   20.519710754
    3.943943944   20.418239238   20.418200714   20.418116708
    3.948948949   20.323136422   20.323097409   20.323014447
    3.953953954   20.233704769   20.233665302   20.233583438
    3.958958959   20.149503622   20.149463742   20.149383025
    3.963963964   20.070489288   20.070449036   20.070369513
    3.968968969   19.996993541   19.996952960   19.996874671
    3.973973974   19.929667542   19.929626677   19.929549654
    3.978978979   19.869398509   19.869357407   19.869281669
    3.983983984   19.817208587   19.817167296   19.817092852
    3.988988989   19.774145701   19.774104273   19.774031114
    3.993993994   19.741174654   19.741133140   19.741061240
    3.998998999   19.719074142   19.719032594   19.718961909
    4.004004004   19.708342777   19.708301249   19.708231718
    4.009009009   19.709115682   19.709074227   19.709005769
    4.014014014   19.721093250   19.721051923   19.720984440
    4.019019019   19.743485122   19.743443977   19.743377354
    4.024024024   19.774974402   19.774933496   19.774867601
    4.029029029   19.813708668   19.813668058   19.813602748
    4.034034034   19.857324536   19.857284283   19.857219403
    4.039039039   19.903011051   19.902971218   19.902906606
    4.044044044   19.947614130   19.947574784   19.947510274
    4.049049049   19.987780224   19.987741433   19.987676862
    4.054054054   20.020132803   20.020094639   20.020029852
    4.059059059   20.041470882   20.041433415   20.041368271
    4.064064064   20.048974781   20.048938082   20.048872456
    4.069069069   20.040401249   20.040365384   20.040299177
    4.074074074   20.014248136   20.014213168   20.014146308
    4.079079079   19.969868767   19.969834747   19.969767195
    4.084084084   19.907518507   19.907485478   19.907417225
    4.089089089   19.828321424   19.828289414   19.828220481
    4.094094094   19.734153280   19.734122302   19.734052740
    4.099099099   19.627447808   19.627417859   19.627347742
    4.104104104   19.510944554   19.510915614   19.510845032
    4.109109109   19.387406459   19.387378492   19.387307548
    4.114114114   19.259341339   19.259314295   19.259243092
    4.119119119   19.128762013   19.128735830   19.128664470
    4.124124124   18.997014476   18.996989082   18.996917660
    4.129129129   18.864693170   18.864668489   18.864597088
    4.134134134   18.731649219   18.731625172   18.731553864
    4.139139139   18.597083805   18.597060315   18.596989157
    4.144144144   18.459707256   18.459684249   18.459613290
    4.149149149   18.317936418   18.317913829   18.317843105
    4.154154154   18.170099567   18.170077340   18.170006880
    4.159159159   18.014619540   18.014597628   18.014527454
    4.164164164   17.850151534   17.850129903   17.850060032
    4.169169169   17.675661126   17.675639754   17.675570195
    4.174174174   17.490439026   17.490417901   17.490348657
    4.179179179   17.294060070   17.294039189   17.293970255
    4.184184184   17.086302982   17.086282351   17.086213712
    4.189189189   16.867052593   16.867032222   16.866963856
    4.194194194   16.636206573   16.636186477   16.636118350
    4.199199199   16.393604212   16.393584407   16.393516479
    4.204204204   16.138986771   16.138967275   16.138899496
    4.209209209   15.871989556   15.871970385   15.871902703
    4.214214214   15.592157756   15.592138926   15.592071282
    4.219219219   15.298973342   15.298954867   15.298887202
    4.224224224   14.991879974   14.991861866   14.991794120
    4.229229229   14.670296595   14.670278864   14.670210976
    4.234234234   14.333616659   14.333599311   14.333531217
    4.239239239   13.981196408   13.981179445   13.981111080
    4.244244244   13.612340117   13.612323537   13.612254832
    4.249249249   13.226291226   13.226275022   13.226205904
    4.254254254   12.822235667   12.822219826   12.822150215
    4.259259259   12.399318500   12.399303002   12.399232817
    4.264264264   11.956669232   11.956654048   11.956583203
    4.269269269   11.493426987   11.493412082   11.493340489
    4.274274274   11.008755702   11.008741032   11.008668604
    4.279279279   10.501842056   10.501827569   10.501754221
    4.284284284    9.971874384    9.971860021    9.971785669
    4.289289289    9.418007521    9.417993217    9.417917783
    4.294294294    8.839324484    8.839310167    8.839233577
    4.299299299    8.234809182    8.234794779    8.234716967
    4.304304304    7.603343993    7.603329429    7.603250334
    4.309309309    6.943741883    6.943727081    6.943646652
    4.314314314    6.254815899    6.254800787    6.254718984
    4.319319319    5.535481137    5.535465646    5.535382439
    4.324324324    4.784877708    4.784861777    4.784777150
    4.329329329    4.002499821    4.002483399    4.002397351
    4.334334334    3.188316662    3.188299707    3.188212254
    4.339339339    2.342875025    2.342857513    2.342768684
    4.344344344    1.467380231    1.467362149    1.467271992
    4.349349349    0.563758266    0.563739620    0.563648199
    4.354354354   -0.365293832   -0.365313021   -0.365405625
    4.359359359   -1.316262410   -1.316282107   -1.316375795
    4.364364364   -2.284773899   -2.284794053   -2.284888708
    4.369369369   -3.265558853   -3.265579404   -3.265674890
    4.374374374   -4.252436742   -4.252457618   -4.252553780
    4.379379379   -5.238341086   -5.238362211   -5.238458875
    4.384384384   -6.215405964   -6.215427258   -6.215524235
    4.389389389   -7.175130222   -7.175151607   -7.175248694
    4.394394394   -8.108625331   -8.108646730   -8.108743718
    4.399399399   -9.006938714   -9.006960055   -9.007056735
    4.404404404   -9.861429761   -9.861450982   -9.861547153
    4.409409409  -10.664164089  -10.664185136  -10.664280612
    4.414414414  -11.408285569  -11.408306399  -11.408401018
    4.419419419  -12.088326650  -12.088347232  -12.088440861
    4.424424424  -12.700425038  -12.700445350  -12.700537888
    4.429429429  -13.242427161  -13.242447195  -13.242538575
    4.434434434  -13.713873458  -13.713893217  -13.713983406
    4.439439439  -14.115874634  -14.115894132  -14.115983126
    4.444444444  -14.450899506  -14.450918766  -14.451006589
    4.449449449  -14.722502541  -14.722521593  -14.722608291
    4.454454454  -14.935022236  -14.935041118  -14.935126751
    4.459459459  -15.093280338  -15.093299096  -15.093383734
    4.464464464  -15.202307405  -15.202326084  -15.202409802
    4.469469469  -15.267113332  -15.267131984  -15.267214855
    4.474474474  -15.292513425  -15.292532101  -15.292614193
    4.479479479  -15.283012363  -15.283031112  -15.283112484
    4.484484484  -15.242741186  -15.242760053  -15.242840754
    4.489489489  -15.175436986  -15.175456014  -15.175536077
    4.494494494  -15.084451997  -15.084471222  -15.084550669
    4.499499499  -14.972778417  -14.972797869  -14.972876705
    4.504504505  -14.843077345  -14.843097049  -14.843175268
    4.509509510  -14.697703945  -14.697723917  -14.697801502
    4.514514515  -14.538725411  -14.538745663  -14.538822587
    4.519519520  -14.367932547  -14.367953084  -14.368029314
    4.524524525  -14.186848876  -14.186869701  -14.186945201
    4.529529530  -13.996742762  -13.996763873  -13.996838608
    4.534534535  -13.798647874  -13.798669268  -13.798743205
    4.539539540  -13.593395725  -13.593417395  -13.593490511
    4.544544545  -13.381661378  -13.381683317  -13.381755595
    4.549549550  -13.164020418  -13.164042617  -13.164114054
    4.554554555  -12.941012553  -12.941035004  -12.941105609
    4.559559560  -12.713205279  -12.713227972  -12.713297767
    4.564564565  -12.481250371  -12.481273295  -12.481342316
    4.569569570  -12.245926590  -12.245949736  -12.246018030
    4.574574575  -12.008163773  -12.008187129  -12.008254754
    4.579579580  -11.769045905  -11.769069460  -11.769136482
    4.584584585  -11.529793444  -11.529817187  -11.529883680
    4.589589590  -11.291727415  -11.291751334  -11.291817377
    4.594594595  -11.056219410  -11.056243492  -11.056309167
    4.599599600  -10.824632414  -10.824656646  -10.824722036
    4.604604605  -10.598257402  -10.598281770  -10.598346959
    4.609609610  -10.378250131  -10.378274621  -10.378339691
    4.614614615  -10.165571678  -10.165596275  -10.165661307
    4.619619620   -9.960935429   -9.960960116   -9.961025189
    4.624624625   -9.764762525   -9.764787286   -9.764852476
    4.629629630   -9.577147478   -9.577172295   -9.577237673
    4.634634635   -9.397835718   -9.397860573   -9.397926206
    4.639639640   -9.226215197   -9.226240071   -9.226306024
    4.644644645   -9.061324431   -9.061349306   -9.061415636
    4.649649650   -8.901879174   -8.901904030   -8.901970790
    4.654654655   -8.746318998   -8.746343817   -8.746411051
    4.659659660   -8.592873190   -8.592897953   -8.592965699
    4.664664665   -8.439642924   -8.439667613   -8.439735902
    4.669669670   -8.284694074   -8.284718673   -8.284787529
    4.674674675   -8.126153085   -8.126177578   -8.126247016
    4.679679680   -7.962297446   -7.962321821   -7.962391848
    4.684684685   -7.791633000   -7.791657245   -7.791727863
    4.689689690   -7.612952150   -7.612976256   -7.613047460
    4.694694695   -7.425369779   -7.425393741   -7.425465519
    4.699699700   -7.228336530   -7.228360342   -7.228432679
    4.704704705   -7.021631602   -7.021655263   -7.021728138
    4.709709710   -6.805338945   -6.805362456   -6.805435845
    4.714714715   -6.579811605   -6.579834966   -6.579908845
    4.719719720   -6.345629075   -6.345652290   -6.345726631
    4.724724725   -6.103552062   -6.103575135   -6.103649910
    4.729729730   -5.854478279   -5.854501214   -5.854576394
    4.734734735   -5.599401950   -5.599424753   -5.599500309
    4.739739740   -5.339378831   -5.339401506   -5.339477412
    4.744744745   -5.075497637   -5.075520192   -5.075596420
    4.749749750   -4.808858075   -4.808880513   -4.808957039
    4.754754755   -4.540554944   -4.540577271   -4.540654072
    4.759759760   -4.271667301   -4.271689523   -4.271766574
    4.764764765   -4.003251217   -4.003273338   -4.003350618
    4.769769770   -3.736334508   -3.736356536   -3.736434023
    4.774774775   -3.471911816   -3.471933757   -3.472011430
    4.779779780   -3.210938659   -3.210960520   -3.211038358
    4.784784785   -2.954323553   -2.954345342   -2.954423321
    4.789789790   -2.702917852   -2.702939578   -2.703017676
    4.794794795   -2.457503600   -2.457525274   -2.457603465
    4.799799800   -2.218780156   -2.218801789   -2.218880047
    4.804804805   -1.987350661   -1.987372265   -1.987450562
    4.809809810   -1.763709379   -1.763730968   -1.763809275
    4.814814815   -1.548230583   -1.548252172   -1.548330459
    4.819819820   -1.341159055   -1.341180661   -1.341258896
    4.824824825   -1.142601602   -1.142623240   -1.142701394
    4.829829830   -0.952518527   -0.952540216   -0.952618258
    4.834834835   -0.770714033   -0.770735790   -0.770813694
    4.839839840   -0.596825146   -0.596846988   -0.596924730
    4.844844845   -0.430310031   -0.430331974   -0.430409535
    4.849849850   -0.270438138   -0.270460199   -0.270537561
    4.854854855   -0.116286053   -0.116308246   -0.116385400
    4.859859860    0.033256276    0.033233938    0.033156997
    4.864864865    0.179464656    0.179442162    0.179365435
    4.869869870    0.323742411    0.323719753    0.323643233
    4.874874875    0.467564814    0.467541985    0.467465661
    4.879879880    0.612409397    0.612386394    0.612310249
    4.884884885    0.759678268    0.759655089    0.759579103
    4.889889890    0.910620451    0.910597096    0.910521243
    4.894894895    1.066262617    1.066239088    1.066163340
    4.899899900    1.227355362    1.227331660    1.227255987
    4.904904905    1.394339673    1.394315803    1.394240172
    4.909909910    1.567335156    1.567311119    1.567235500
    4.914914915    1.746148574    1.746124372    1.746048732
    4.919919920    1.930298945    1.930274579    1.930198888
    4.924924925    2.119054155    2.119029622    2.118953852
    4.929929930    2.311473745    2.311449041    2.311373165
    4.934934935    2.506453180    2.506428299    2.506352294
    4.939939940    2.702766027    2.702740961    2.702664807
    4.944944945    2.899101786    2.899076523    2.899000204
    4.949949950    3.094098359    3.094072888    3.093996390
    4.954954955    3.286369021    3.286343328    3.286266641
    4.959959960    3.474524192    3.474498264    3.474421383
    4.964964965    3.657188481    3.657162304    3.657085226
    4.969969970    3.833013259    3.832986822    3.832909546
    4.974974975    4.000684977    4.000658268    4.000580798
    4.979979980    4.158929460    4.158902470    4.158824813
    4.984984985    4.306512878    4.306485599    4.306407763
    4.989989990    4.442240856    4.442213284    4.442135281
    4.994994995    4.564958149    4.564930278    4.564852123
    5.000000000    4.673552069    4.673523897    4.673445604
