# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    0.895895896    6.994446572    6.994446817    6.994443497
    0.900900901    6.990870863    6.990871108    6.990867790
    0.905905906    6.987282017    6.987282261    6.987278947
    0.910910911    6.983680090    6.983680335    6.983677023
    0.915915916    6.980065139    6.980065384    6.980062074
    0.920920921    6.976437220    6.976437465    6.976434158
    0.925925926    6.972796390    6.972796634    6.972793330
    0.930930931    6.969142704    6.969142948    6.969139647
    0.935935936    6.965476220    6.965476464    6.965473165
    0.940940941    6.961796994    6.961797237    6.961793942
    0.945945946    6.958105083    6.958105326    6.958102033
    0.950950951    6.954400543    6.954400786    6.954397496
    0.955955956    6.950683432    6.950683675    6.950680388
    0.960960961    6.946953806    6.946954049    6.946950765
    0.965965966    6.943211723    6.943211966    6.943208685
    0.970970971    6.939457240    6.939457483    6.939454204
    0.975975976    6.935690414    6.935690657    6.935687381
    0.980980981    6.931911302    6.931911544    6.931908271
    0.985985986    6.928119961    6.928120203    6.928116933
    0.990990991    6.924316449    6.924316692    6.924313424
    0.995995996    6.920500824    6.920501066    6.920497801
    1.001001001    6.916673142    6.916673384    6.916670122
    1.006006006    6.912833462    6.912833704    6.912830445
    1.011011011    6.908981840    6.908982082    6.908978826
    1.016016016    6.905118336    6.905118577    6.905115324
    1.021021021    6.901243005    6.901243247    6.901239997
    1.026026026    6.897355907    6.897356149    6.897352901
    1.031031031    6.893457099    6.893457340    6.893454096
    1.036036036    6.889546639    6.889546880    6.889543639
    1.041041041    6.885624584    6.885624825    6.885621587
    1.046046046    6.881690994    6.881691234    6.881687999
    1.051051051    6.877745925    6.877746165    6.877742933
    1.056056056    6.873789435    6.873789676    6.873786446
    1.061061061    6.869821584    6.869821824    6.869818597
    1.066066066    6.865842428    6.865842668    6.865839445
    1.071071071    6.861852027    6.861852267    6.861849046
    1.076076076    6.857850438    6.857850678    6.857847460
    1.081081081    6.853837719    6.853837959    6.853834744
    1.086086086    6.849813929    6.849814169    6.849810957
    1.091091091    6.845779126    6.845779365    6.845776156
    1.096096096    6.841733368    6.841733607    6.841730401
    1.101101101    6.837676714    6.837676953    6.837673750
    1.106106106    6.833609221    6.833609460    6.833606260
    1.111111111    6.829530949    6.829531188    6.829527991
    1.116116116    6.825441955    6.825442194    6.825439000
    1.121121121    6.821342298    6.821342536    6.821339346
    1.126126126    6.817232036    6.817232275    6.817229087
    1.131131131    6.813111228    6.813111466    6.813108282
    1.136136136    6.808979932    6.808980170    6.808976989
    1.141141141    6.804838207    6.804838445    6.804835266
    1.146146146    6.800686110    6.800686348    6.800683172
    1.151151151    6.796523701    6.796523939    6.796520766
    1.156156156    6.792351038    6.792351275    6.792348105
    1.161161161    6.788168178    6.788168415    6.788165249
    1.166166166    6.783975182    6.783975419    6.783972255
    1.171171171    6.779772106    6.779772343    6.779769182
    1.176176176    6.775559010    6.775559246    6.775556089
    1.181181181    6.771335951    6.771336188    6.771333034
    1.186186186    6.767102989    6.767103225    6.767100074
    1.191191191    6.762860181    6.762860418    6.762857270
    1.196196196    6.758607587    6.758607823    6.758604678
    1.201201201    6.754345264    6.754345499    6.754342358
    1.206206206    6.750073270    6.750073506    6.750070367
    1.211211211    6.745791665    6.745791900    6.745788765
    1.216216216    6.741500506    6.741500741    6.741497609
    1.221221221    6.737199852    6.737200087    6.737196958
    1.226226226    6.732889760    6.732889995    6.732886869
    1.231231231    6.728570290    6.728570525    6.728567402
    1.236236236    6.724241500    6.724241734    6.724238615
    1.241241241    6.719903447    6.719903681    6.719900565
    1.246246246    6.715556190    6.715556424    6.715553311
    1.251251251    6.711199787    6.711200021    6.711196911
    1.256256256    6.706834296    6.706834530    6.706831423
    1.261261261    6.702459776    6.702460009    6.702456905
    1.266266266    6.698076283    6.698076517    6.698073416
    1.271271271    6.693683877    6.693684111    6.693681013
    1.276276276    6.689282616    6.689282849    6.689279754
    1.281281281    6.684872556    6.684872789    6.684869698
    1.286286286    6.680453757    6.680453990    6.680450901
    1.291291291    6.676026275    6.676026508    6.676023423
    1.296296296    6.671590170    6.671590402    6.671587321
    1.301301301    6.667145498    6.667145730    6.667142652
    1.306306306    6.662692318    6.662692550    6.662689474
    1.311311311    6.658230686    6.658230918    6.658227846
    1.316316316    6.653760661    6.653760893    6.653757824
    1.321321321    6.649282301    6.649282532    6.649279466
    1.326326326    6.644795662    6.644795893    6.644792831
    1.331331331    6.640300803    6.640301034    6.640297974
    1.336336336    6.635797780    6.635798011    6.635794955
    1.341341341    6.631286651    6.631286882    6.631283829
    1.346346346    6.626767474    6.626767705    6.626764655
    1.351351351    6.622240306    6.622240536    6.622237490
    1.356356356    6.617705203    6.617705433    6.617702390
    1.361361361    6.613162223    6.613162454    6.613159413
    1.366366366    6.608611424    6.608611654    6.608608617
    1.371371371    6.604052862    6.604053091    6.604050058
    1.376376376    6.599486593    6.599486823    6.599483792
    1.381381381    6.594912676    6.594912905    6.594909878
    1.386386386    6.590331166    6.590331395    6.590328372
    1.391391391    6.585742121    6.585742350    6.585739330
    1.396396396    6.581145597    6.581145826    6.581142809
    1.401401401    6.576541651    6.576541880    6.576538866
    1.406406406    6.571930339    6.571930568    6.571927557
    1.411411411    6.567311718    6.567311946    6.567308939
    1.416416416    6.562685844    6.562686072    6.562683068
    1.421421421    6.558052774    6.558053002    6.558050001
    1.426426426    6.553412563    6.553412791    6.553409793
    1.431431431    6.548765268    6.548765496    6.548762501
    1.436436436    6.544110945    6.544111172    6.544108181
    1.441441441    6.539449650    6.539449877    6.539446889
    1.446446446    6.534781439    6.534781666    6.534778681
    1.451451451    6.530106367    6.530106594    6.530103613
    1.456456456    6.525424491    6.525424717    6.525421739
    1.461461461    6.520735866    6.520736092    6.520733117
    1.466466466    6.516040547    6.516040773    6.516037802
    1.471471471    6.511338590    6.511338816    6.511335848
    1.476476476    6.506630051    6.506630277    6.506627312
    1.481481481    6.501914984    6.501915210    6.501912249
    1.486486486    6.497193446    6.497193671    6.497190713
    1.491491491    6.492465490    6.492465715    6.492462761
    1.496496496    6.487731173    6.487731398    6.487728446
    1.501501502    6.482990549    6.482990773    6.482987825
    1.506506507    6.478243672    6.478243896    6.478240952
    1.511511512    6.473490598    6.473490822    6.473487881
    1.516516517    6.468731381    6.468731605    6.468728667
    1.521521522    6.463966076    6.463966299    6.463963365
    1.526526527    6.459194736    6.459194960    6.459192029
    1.531531532    6.454417418    6.454417641    6.454414713
    1.536536537    6.449634174    6.449634397    6.449631472
    1.541541542    6.444845059    6.444845282    6.444842360
    1.546546547    6.440050126    6.440050349    6.440047431
    1.551551552    6.435249431    6.435249653    6.435246739
    1.556556557    6.430443026    6.430443248    6.430440337
    1.561561562    6.425630965    6.425631187    6.425628279
    1.566566567    6.420813302    6.420813524    6.420810620
    1.571571572    6.415990091    6.415990312    6.415987411
    1.576576577    6.411161384    6.411161605    6.411158708
    1.581581582    6.406327235    6.406327456    6.406324562
    1.586586587    6.401487697    6.401487918    6.401485027
    1.591591592    6.396642824    6.396643045    6.396640157
    1.596596597    6.391792667    6.391792888    6.391790003
    1.601601602    6.386937281    6.386937501    6.386934620
    1.606606607    6.382076717    6.382076937    6.382074059
    1.611611612    6.377211028    6.377211248    6.377208374
    1.616616617    6.372340267    6.372340487    6.372337616
    1.621621622    6.367464485    6.367464705    6.367461837
    1.626626627    6.362583736    6.362583956    6.362581092
    1.631631632    6.357698072    6.357698291    6.357695430
    1.636636637    6.352807543    6.352807763    6.352804905
    1.641641642    6.347912203    6.347912422    6.347909568
    1.646646647    6.343012103    6.343012322    6.343009471
    1.651651652    6.338107294    6.338107513    6.338104665
    1.656656657    6.333197829    6.333198047    6.333195203
    1.661661662    6.328283757    6.328283975    6.328281135
    1.666666667    6.323365132    6.323365349    6.323362512
    1.671671672    6.318442003    6.318442220    6.318439386
    1.676676677    6.313514422    6.313514639    6.313511809
    1.681681682    6.308582439    6.308582656    6.308579829
    1.686686687    6.303646106    6.303646323    6.303643499
    1.691691692    6.298705473    6.298705690    6.298702869
    1.696696697    6.293760590    6.293760807    6.293757990
    1.701701702    6.288811509    6.288811725    6.288808911
    1.706706707    6.283858278    6.283858494    6.283855684
    1.711711712    6.278900948    6.278901164    6.278898357
    1.716716717    6.273939570    6.273939785    6.273936982
    1.721721722    6.268974192    6.268974408    6.268971608
    1.726726727    6.264004865    6.264005081    6.264002284
    1.731731732    6.259031639    6.259031854    6.259029060
    1.736736737    6.254054561    6.254054776    6.254051986
    1.741741742    6.249073683    6.249073898    6.249071111
    1.746746747    6.244089053    6.244089267    6.244086484
    1.751751752    6.239100720    6.239100934    6.239098154
    1.756756757    6.234108732    6.234108946    6.234106170
    1.761761762    6.229113140    6.229113354    6.229110581
    1.766766767    6.224113991    6.224114204    6.224111435
    1.771771772    6.219111333    6.219111547    6.219108780
    1.776776777    6.214105216    6.214105429    6.214102666
    1.781781782    6.209095687    6.209095900    6.209093140
    1.786786787    6.204082794    6.204083007    6.204080251
    1.791791792    6.199066585    6.199066798    6.199064045
    1.796796797    6.194047109    6.194047321    6.194044572
    1.801801802    6.189024412    6.189024624    6.189021878
    1.806806807    6.183998542    6.183998754    6.183996011
    1.811811812    6.178969546    6.178969758    6.178967019
    1.816816817    6.173937473    6.173937684    6.173934948
    1.821821822    6.168902367    6.168902579    6.168899847
    1.826826827    6.163864278    6.163864489    6.163861760
    1.831831832    6.158823251    6.158823461    6.158820736
    1.836836837    6.153779332    6.153779543    6.153776821
    1.841841842    6.148732570    6.148732780    6.148730061
    1.846846847    6.143683009    6.143683219    6.143680504
    1.851851852    6.138630695    6.138630905    6.138628194
    1.856856857    6.133575676    6.133575886    6.133573178
    1.861861862    6.128517997    6.128518207    6.128515502
    1.866866867    6.123457703    6.123457913    6.123455211
    1.871871872    6.118394841    6.118395050    6.118392352
    1.876876877    6.113329455    6.113329664    6.113326969
    1.881881882    6.108261591    6.108261800    6.108259109
    1.886886887    6.103191294    6.103191503    6.103188815
    1.891891892    6.098118610    6.098118818    6.098116133
    1.896896897    6.093043582    6.093043790    6.093041109
    1.901901902    6.087966255    6.087966463    6.087963785
    1.906906907    6.082886675    6.082886883    6.082884208
    1.911911912    6.077804886    6.077805093    6.077802422
    1.916916917    6.072720931    6.072721138    6.072718470
    1.921921922    6.067634855    6.067635062    6.067632398
    1.926926927    6.062546702    6.062546908    6.062544248
    1.931931932    6.057456515    6.057456722    6.057454064
    1.936936937    6.052364339    6.052364545    6.052361891
    1.941941942    6.047270216    6.047270422    6.047267772
    1.946946947    6.042174191    6.042174397    6.042171749
    1.951951952    6.037076305    6.037076511    6.037073867
    1.956956957    6.031976603    6.031976809    6.031974168
    1.961961962    6.026875127    6.026875332    6.026872695
    1.966966967    6.021771920    6.021772125    6.021769491
    1.971971972    6.016667024    6.016667229    6.016664599
    1.976976977    6.011560482    6.011560687    6.011558060
    1.981981982    6.006452337    6.006452541    6.006449917
    1.986986987    6.001342629    6.001342833    6.001340213
    1.991991992    5.996231401    5.996231605    5.996228988
    1.996996997    5.991118695    5.991118899    5.991116285
    2.002002002    5.986004553    5.986004756    5.986002146
    2.007007007    5.980889016    5.980889219    5.980886612
    2.012012012    5.975772125    5.975772327    5.975769724
    2.017017017    5.970653921    5.970654124    5.970651524
    2.022022022    5.965534446    5.965534648    5.965532052
    2.027027027    5.960413740    5.960413942    5.960411349
    2.032032032    5.955291844    5.955292046    5.955289457
    2.037037037    5.950168799    5.950169001    5.950166415
    2.042042042    5.945044645    5.945044847    5.945042264
    2.047047047    5.939919422    5.939919623    5.939917044
    2.052052052    5.934793170    5.934793371    5.934790795
    2.057057057    5.929665930    5.929666130    5.929663558
    2.062062062    5.924537740    5.924537940    5.924535371
    2.067067067    5.919408641    5.919408841    5.919406275
    2.072072072    5.914278672    5.914278872    5.914276309
    2.077077077    5.909147872    5.909148071    5.909145512
    2.082082082    5.904016280    5.904016480    5.904013924
    2.087087087    5.898883936    5.898884135    5.898881583
    2.092092092    5.893750878    5.893751077    5.893748528
    2.097097097    5.888617144    5.888617343    5.888614797
    2.102102102    5.883482774    5.883482973    5.883480431
    2.107107107    5.878347806    5.878348004    5.878345465
    2.112112112    5.873212277    5.873212476    5.873209940
    2.117117117    5.868076227    5.868076425    5.868073892
    2.122122122    5.862939692    5.862939890    5.862937361
    2.127127127    5.857802710    5.857802908    5.857800382
    2.132132132    5.852665319    5.852665517    5.852662995
    2.137137137    5.847527557    5.847527754    5.847525235
    2.142142142    5.842389461    5.842389658    5.842387142
    2.147147147    5.837251067    5.837251263    5.837248751
    2.152152152    5.832112412    5.832112609    5.832110100
    2.157157157    5.826973534    5.826973730    5.826971225
    2.162162162    5.821834469    5.821834665    5.821832163
    2.167167167    5.816695253    5.816695449    5.816692950
    2.172172172    5.811555923    5.811556119    5.811553623
    2.177177177    5.806416515    5.806416710    5.806414218
    2.182182182    5.801277064    5.801277260    5.801274771
    2.187187187    5.796137608    5.796137803    5.796135317
    2.192192192    5.790998180    5.790998375    5.790995892
    2.197197197    5.785858817    5.785859012    5.785856533
    2.202202202    5.780719554    5.780719748    5.780717273
    2.207207207    5.775580427    5.775580621    5.775578148
    2.212212212    5.770441469    5.770441663    5.770439194
    2.217217217    5.765302717    5.765302911    5.765300445
    2.222222222    5.760164205    5.760164398    5.760161936
    2.227227227    5.755025967    5.755026160    5.755023701
    2.232232232    5.749888038    5.749888231    5.749885775
    2.237237237    5.744750452    5.744750644    5.744748192
    2.242242242    5.739613243    5.739613435    5.739610986
    2.247247247    5.734476445    5.734476637    5.734474191
    2.252252252    5.729340091    5.729340284    5.729337841
    2.257257257    5.724204217    5.724204409    5.724201969
    2.262262262    5.719068854    5.719069046    5.719066610
    2.267267267    5.713934036    5.713934228    5.713931795
    2.272272272    5.708799797    5.708799988    5.708797559
    2.277277277    5.703666169    5.703666360    5.703663934
    2.282282282    5.698533185    5.698533376    5.698530953
    2.287287287    5.693400878    5.693401068    5.693398649
    2.292292292    5.688269280    5.688269470    5.688267054
    2.297297297    5.683138423    5.683138614    5.683136201
    2.302302302    5.678008341    5.678008531    5.678006121
    2.307307307    5.672879065    5.672879254    5.672876848
    2.312312312    5.667750626    5.667750816    5.667748412
    2.317317317    5.662623057    5.662623246    5.662620846
    2.322322322    5.657496389    5.657496578    5.657494182
    2.327327327    5.652370654    5.652370842    5.652368449
    2.332332332    5.647245882    5.647246071    5.647243681
    2.337337337    5.642122106    5.642122294    5.642119907
    2.342342342    5.636999355    5.636999543    5.636997160
    2.347347347    5.631877661    5.631877849    5.631875469
    2.352352352    5.626757055    5.626757242    5.626754865
    2.357357357    5.621637566    5.621637753    5.621635380
    2.362362362    5.616519226    5.616519413    5.616517042
    2.367367367    5.611402064    5.611402251    5.611399883
    2.372372372    5.606286110    5.606286297    5.606283933
    2.377377377    5.601171395    5.601171582    5.601169221
    2.382382382    5.596057948    5.596058135    5.596055777
    2.387387387    5.590945799    5.590945985    5.590943631
    2.392392392    5.585834977    5.585835163    5.585832812
    2.397397397    5.580725511    5.580725697    5.580723349
    2.402402402    5.575617431    5.575617617    5.575615272
    2.407407407    5.570510766    5.570510951    5.570508610
    2.412412412    5.565405544    5.565405729    5.565403391
    2.417417417    5.560301794    5.560301978    5.560299644
    2.422422422    5.555199544    5.555199729    5.555197397
    2.427427427    5.550098824    5.550099008    5.550096680
    2.432432432    5.544999660    5.544999844    5.544997519
    2.437437437    5.539902082    5.539902266    5.539899944
    2.442442442    5.534806117    5.534806301    5.534803982
    2.447447447    5.529711793    5.529711977    5.529709661
    2.452452452    5.524619138    5.524619321    5.524617009
    2.457457457    5.519528179    5.519528362    5.519526053
    2.462462462    5.514438943    5.514439126    5.514436820
    2.467467467    5.509351457    5.509351640    5.509349337
    2.472472472    5.504265750    5.504265932    5.504263633
    2.477477477    5.499181846    5.499182029    5.499179732
    2.482482482    5.494099774    5.494099956    5.494097663
    2.487487487    5.489019560    5.489019742    5.489017452
    2.492492492    5.483941230    5.483941412    5.483939125
    2.497497497    5.478864811    5.478864992    5.478862709
    2.502502503    5.473790328    5.473790510    5.473788229
    2.507507508    5.468717809    5.468717989    5.468715712
    2.512512513    5.463647277    5.463647458    5.463645184
    2.517517518    5.458578760    5.458578941    5.458576670
    2.522522523    5.453512283    5.453512463    5.453510196
    2.527527528    5.448447871    5.448448051    5.448445787
    2.532532533    5.443385550    5.443385730    5.443383468
    2.537537538    5.438325344    5.438325524    5.438323266
    2.542542543    5.433267279    5.433267459    5.433265204
    2.547547548    5.428211380    5.428211559    5.428209307
    2.552552553    5.423157671    5.423157850    5.423155601
    2.557557558    5.418106176    5.418106355    5.418104109
    2.562562563    5.413056921    5.413057100    5.413054857
    2.567567568    5.408009929    5.408010108    5.408007868
    2.572572573    5.402965225    5.402965403    5.402963167
    2.577577578    5.397922833    5.397923011    5.397920777
    2.582582583    5.392882776    5.392882953    5.392880723
    2.587587588    5.387845078    5.387845255    5.387843028
    2.592592593    5.382809763    5.382809940    5.382807716
    2.597597598    5.377776854    5.377777031    5.377774810
    2.602602603    5.372746374    5.372746551    5.372744333
    2.607607608    5.367718347    5.367718523    5.367716309
    2.612612613    5.362692796    5.362692972    5.362690761
    2.617617618    5.357669743    5.357669919    5.357667710
    2.622622623    5.352649211    5.352649387    5.352647182
    2.627627628    5.347631223    5.347631398    5.347629196
    2.632632633    5.342615801    5.342615976    5.342613777
    2.637637638    5.337602968    5.337603143    5.337600947
    2.642642643    5.332592745    5.332592920    5.332590727
    2.647647648    5.327585155    5.327585330    5.327583140
    2.652652653    5.322580220    5.322580395    5.322578208
    2.657657658    5.317577961    5.317578136    5.317575952
    2.662662663    5.312578401    5.312578575    5.312576395
    2.667667668    5.307581560    5.307581734    5.307579556
    2.672672673    5.302587459    5.302587633    5.302585459
    2.677677678    5.297596121    5.297596295    5.297594124
    2.682682683    5.292607567    5.292607740    5.292605572
    2.687687688    5.287621816    5.287621989    5.287619824
    2.692692693    5.282638890    5.282639063    5.282636901
    2.697697698    5.277658810    5.277658983    5.277656824
    2.702702703    5.272681597    5.272681769    5.272679613
    2.707707708    5.267707270    5.267707442    5.267705289
    2.712712713    5.262735850    5.262736022    5.262733872
    2.717717718    5.257767357    5.257767528    5.257765382
    2.722722723    5.252801811    5.252801982    5.252799839
    2.727727728    5.247839232    5.247839404    5.247837263
    2.732732733    5.242879640    5.242879811    5.242877674
    2.737737738    5.237923055    5.237923226    5.237921091
    2.742742743    5.232969495    5.232969666    5.232967535
    2.747747748    5.228018981    5.228019152    5.228017023
    2.752752753    5.223071532    5.223071702    5.223069576
    2.757757758    5.218127166    5.218127336    5.218125213
    2.762762763    5.213185903    5.213186073    5.213183953
    2.767767768    5.208247761    5.208247931    5.208245814
    2.772772773    5.203312760    5.203312929    5.203310816
    2.777777778    5.198380917    5.198381087    5.198378976
