# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    2.782782783    5.193452252    5.193452421    5.193450314
    2.787787788    5.188526783    5.188526952    5.188524847
    2.792792793    5.183604528    5.183604696    5.183602595
    2.797797798    5.178685504    5.178685673    5.178683574
    2.802802803    5.173769731    5.173769899    5.173767804
    2.807807808    5.168857226    5.168857394    5.168855301
    2.812812813    5.163948006    5.163948174    5.163946084
    2.817817818    5.159042089    5.159042257    5.159040170
    2.822822823    5.154139493    5.154139661    5.154137577
    2.827827828    5.149240236    5.149240403    5.149238322
    2.832832833    5.144344333    5.144344500    5.144342422
    2.837837838    5.139451803    5.139451970    5.139449895
    2.842842843    5.134562662    5.134562829    5.134560757
    2.847847848    5.129676928    5.129677094    5.129675025
    2.852852853    5.124794616    5.124794782    5.124792716
    2.857857858    5.119915744    5.119915910    5.119913847
    2.862862863    5.115040328    5.115040494    5.115038434
    2.867867868    5.110168385    5.110168550    5.110166493
    2.872872873    5.105299930    5.105300096    5.105298042
    2.877877878    5.100434981    5.100435146    5.100433095
    2.882882883    5.095573552    5.095573717    5.095571669
    2.887887888    5.090715660    5.090715825    5.090713780
    2.892892893    5.085861321    5.085861485    5.085859443
    2.897897898    5.081010550    5.081010714    5.081008675
    2.902902903    5.076163363    5.076163527    5.076161490
    2.907907908    5.071319775    5.071319939    5.071317905
    2.912912913    5.066479802    5.066479966    5.066477935
    2.917917918    5.061643459    5.061643622    5.061641594
    2.922922923    5.056810760    5.056810923    5.056808899
    2.927927928    5.051981722    5.051981885    5.051979863
    2.932932933    5.047156358    5.047156521    5.047154502
    2.937937938    5.042334684    5.042334846    5.042332830
    2.942942943    5.037516713    5.037516876    5.037514862
    2.947947948    5.032702462    5.032702624    5.032700613
    2.952952953    5.027891943    5.027892105    5.027890098
    2.957957958    5.023085172    5.023085334    5.023083329
    2.962962963    5.018282162    5.018282324    5.018280322
    2.967967968    5.013482928    5.013483089    5.013481091
    2.972972973    5.008687484    5.008687645    5.008685649
    2.977977978    5.003895842    5.003896003    5.003894010
    2.982982983    4.999108018    4.999108179    4.999106189
    2.987987988    4.994324025    4.994324185    4.994322198
    2.992992993    4.989543876    4.989544036    4.989542051
    2.997997998    4.984767584    4.984767744    4.984765762
    3.003003003    4.979995164    4.979995324    4.979993345
    3.008008008    4.975226627    4.975226787    4.975224811
    3.013013013    4.970461988    4.970462148    4.970460174
    3.018018018    4.965701259    4.965701418    4.965699448
    3.023023023    4.960944453    4.960944612    4.960942644
    3.028028028    4.956191583    4.956191742    4.956189777
    3.033033033    4.951442661    4.951442820    4.951440858
    3.038038038    4.946697700    4.946697859    4.946695900
    3.043043043    4.941956713    4.941956871    4.941954915
    3.048048048    4.937219712    4.937219870    4.937217916
    3.053053053    4.932486708    4.932486866    4.932484915
    3.058058058    4.927757715    4.927757872    4.927755924
    3.063063063    4.923032743    4.923032901    4.923030956
    3.068068068    4.918311806    4.918311963    4.918310021
    3.073073073    4.913594915    4.913595072    4.913593132
    3.078078078    4.908882081    4.908882238    4.908880301
    3.083083083    4.904173316    4.904173473    4.904171539
    3.088088088    4.899468632    4.899468789    4.899466857
    3.093093093    4.894768040    4.894768196    4.894766268
    3.098098098    4.890071552    4.890071708    4.890069782
    3.103103103    4.885379178    4.885379334    4.885377411
    3.108108108    4.880690930    4.880691085    4.880689165
    3.113113113    4.876006818    4.876006974    4.876005056
    3.118118118    4.871326854    4.871327009    4.871325095
    3.123123123    4.866651049    4.866651204    4.866649292
    3.128128128    4.861979412    4.861979567    4.861977658
    3.133133133    4.857311955    4.857312110    4.857310204
    3.138138138    4.852648689    4.852648843    4.852646940
    3.143143143    4.847989623    4.847989777    4.847987876
    3.148148148    4.843334768    4.843334922    4.843333024
    3.153153153    4.838684134    4.838684288    4.838682393
    3.158158158    4.834037732    4.834037885    4.834035993
    3.163163163    4.829395570    4.829395724    4.829393834
    3.168168168    4.824757660    4.824757814    4.824755926
    3.173173173    4.820124011    4.820124164    4.820122280
    3.178178178    4.815494633    4.815494786    4.815492904
    3.183183183    4.810869535    4.810869688    4.810867809
    3.188188188    4.806248728    4.806248880    4.806247004
    3.193193193    4.801632219    4.801632372    4.801630498
    3.198198198    4.797020020    4.797020172    4.797018301
    3.203203203    4.792412138    4.792412290    4.792410422
    3.208208208    4.787808584    4.787808736    4.787806870
    3.213213213    4.783209367    4.783209518    4.783207655
    3.218218218    4.778614494    4.778614646    4.778612785
    3.223223223    4.774023976    4.774024127    4.774022270
    3.228228228    4.769437821    4.769437972    4.769436117
    3.233233233    4.764856038    4.764856188    4.764854336
    3.238238238    4.760278635    4.760278785    4.760276936
    3.243243243    4.755705621    4.755705771    4.755703924
    3.248248248    4.751137004    4.751137155    4.751135310
    3.253253253    4.746572794    4.746572944    4.746571102
    3.258258258    4.742012997    4.742013147    4.742011308
    3.263263263    4.737457623    4.737457773    4.737455936
    3.268268268    4.732906679    4.732906828    4.732904995
    3.273273273    4.728360173    4.728360323    4.728358492
    3.278278278    4.723818114    4.723818263    4.723816435
    3.283283283    4.719280509    4.719280658    4.719278832
    3.288288288    4.714747366    4.714747515    4.714745692
    3.293293293    4.710218693    4.710218841    4.710217021
    3.298298298    4.705694496    4.705694645    4.705692827
    3.303303303    4.701174785    4.701174933    4.701173118
    3.308308308    4.696659565    4.696659713    4.696657901
    3.313313313    4.692148845    4.692148993    4.692147183
    3.318318318    4.687642632    4.687642779    4.687640972
    3.323323323    4.683140932    4.683141080    4.683139275
    3.328328328    4.678643754    4.678643901    4.678642099
    3.333333333    4.674151103    4.674151250    4.674149451
    3.338338338    4.669662988    4.669663135    4.669661338
    3.343343343    4.665179414    4.665179560    4.665177766
    3.348348348    4.660700388    4.660700535    4.660698743
    3.353353353    4.656225918    4.656226064    4.656224275
    3.358358358    4.651756010    4.651756156    4.651754369
    3.363363363    4.647290669    4.647290815    4.647289031
    3.368368368    4.642829904    4.642830050    4.642828268
    3.373373373    4.638373719    4.638373865    4.638372086
    3.378378378    4.633922122    4.633922268    4.633920491
    3.383383383    4.629475119    4.629475264    4.629473490
    3.388388388    4.625032715    4.625032860    4.625031089
    3.393393393    4.620594917    4.620595062    4.620593293
    3.398398398    4.616161731    4.616161875    4.616160109
    3.403403403    4.611733162    4.611733306    4.611731543
    3.408408408    4.607309216    4.607309361    4.607307600
    3.413413413    4.602889900    4.602890044    4.602888286
    3.418418418    4.598475219    4.598475363    4.598473607
    3.423423423    4.594065178    4.594065321    4.594063568
    3.428428428    4.589659783    4.589659926    4.589658175
    3.433433433    4.585259039    4.585259182    4.585257434
    3.438438438    4.580862952    4.580863095    4.580861349
    3.443443443    4.576471527    4.576471670    4.576469926
    3.448448448    4.572084769    4.572084912    4.572083171
    3.453453453    4.567702684    4.567702826    4.567701088
    3.458458458    4.563325276    4.563325418    4.563323682
    3.463463463    4.558952550    4.558952692    4.558950959
    3.468468468    4.554584512    4.554584654    4.554582923
    3.473473473    4.550221166    4.550221308    4.550219579
    3.478478478    4.545862517    4.545862659    4.545860933
    3.483483483    4.541508570    4.541508711    4.541506988
    3.488488488    4.537159329    4.537159470    4.537157749
    3.493493493    4.532814799    4.532814940    4.532813221
    3.498498498    4.528474984    4.528475125    4.528473409
    3.503503504    4.524139889    4.524140030    4.524138316
    3.508508509    4.519809519    4.519809659    4.519807948
    3.513513514    4.515483877    4.515484017    4.515482308
    3.518518519    4.511162967    4.511163108    4.511161401
    3.523523524    4.506846795    4.506846935    4.506845231
    3.528528529    4.502535363    4.502535503    4.502533802
    3.533533534    4.498228677    4.498228817    4.498227118
    3.538538539    4.493926739    4.493926879    4.493925183
    3.543543544    4.489629555    4.489629694    4.489628000
    3.548548549    4.485337127    4.485337266    4.485335574
    3.553553554    4.481049459    4.481049598    4.481047909
    3.558558559    4.476766555    4.476766694    4.476765008
    3.563563564    4.472488420    4.472488558    4.472486874
    3.568568569    4.468215055    4.468215193    4.468213512
    3.573573574    4.463946465    4.463946604    4.463944924
    3.578578579    4.459682654    4.459682792    4.459681115
    3.583583584    4.455423624    4.455423761    4.455422087
    3.588588589    4.451169378    4.451169516    4.451167844
    3.593593594    4.446919921    4.446920059    4.446918389
    3.598598599    4.442675255    4.442675393    4.442673725
    3.603603604    4.438435384    4.438435521    4.438433856
    3.608608609    4.434200310    4.434200447    4.434198785
    3.613613614    4.429970037    4.429970173    4.429968513
    3.618618619    4.425744566    4.425744703    4.425743045
    3.623623624    4.421523902    4.421524039    4.421522383
    3.628628629    4.417308047    4.417308184    4.417306531
    3.633633634    4.413097004    4.413097140    4.413095490
    3.638638639    4.408890775    4.408890911    4.408889263
    3.643643644    4.404689364    4.404689500    4.404687854
    3.648648649    4.400492772    4.400492907    4.400491264
    3.653653654    4.396301002    4.396301137    4.396299496
    3.658658659    4.392114056    4.392114192    4.392112553
    3.663663664    4.387931938    4.387932073    4.387930437
    3.668668669    4.383754649    4.383754784    4.383753150
    3.673673674    4.379582192    4.379582326    4.379580694
    3.678678679    4.375414568    4.375414702    4.375413073
    3.683683684    4.371251780    4.371251915    4.371250287
    3.688688689    4.367093830    4.367093965    4.367092340
    3.693693694    4.362940721    4.362940855    4.362939232
    3.698698699    4.358792453    4.358792587    4.358790967
    3.703703704    4.354649030    4.354649163    4.354647545
    3.708708709    4.350510452    4.350510585    4.350508970
    3.713713714    4.346376722    4.346376855    4.346375242
    3.718718719    4.342247841    4.342247975    4.342246364
    3.723723724    4.338123812    4.338123945    4.338122336
    3.728728729    4.334004635    4.334004768    4.334003162
    3.733733734    4.329890313    4.329890446    4.329888842
    3.738738739    4.325780847    4.325780979    4.325779378
    3.743743744    4.321676238    4.321676370    4.321674771
    3.748748749    4.317576488    4.317576620    4.317575023
    3.753753754    4.313481599    4.313481731    4.313480136
    3.758758759    4.309391571    4.309391702    4.309390110
    3.763763764    4.305306405    4.305306537    4.305304947
    3.768768769    4.301226104    4.301226236    4.301224648
    3.773773774    4.297150669    4.297150800    4.297149214
    3.778778779    4.293080099    4.293080231    4.293078647
    3.783783784    4.289014398    4.289014529    4.289012947
    3.788788789    4.284953564    4.284953695    4.284952116
    3.793793794    4.280897600    4.280897731    4.280896154
    3.798798799    4.276846507    4.276846638    4.276845063
    3.803803804    4.272800285    4.272800415    4.272798843
    3.808808809    4.268758935    4.268759065    4.268757495
    3.813813814    4.264722458    4.264722588    4.264721020
    3.818818819    4.260690854    4.260690984    4.260689419
    3.823823824    4.256664125    4.256664255    4.256662692
    3.828828829    4.252642271    4.252642401    4.252640840
    3.833833834    4.248625292    4.248625422    4.248623863
    3.838838839    4.244613189    4.244613319    4.244611762
    3.843843844    4.240605963    4.240606092    4.240604538
    3.848848849    4.236603614    4.236603743    4.236602191
    3.853853854    4.232606142    4.232606271    4.232604721
    3.858858859    4.228613548    4.228613676    4.228612129
    3.863863864    4.224625831    4.224625960    4.224624414
    3.868868869    4.220642993    4.220643122    4.220641578
    3.873873874    4.216665034    4.216665162    4.216663621
    3.878878879    4.212691953    4.212692081    4.212690542
    3.883883884    4.208723751    4.208723878    4.208722342
    3.888888889    4.204760427    4.204760555    4.204759020
    3.893893894    4.200801982    4.200802110    4.200800577
    3.898898899    4.196848416    4.196848544    4.196847013
    3.903903904    4.192899729    4.192899856    4.192898328
    3.908908909    4.188955921    4.188956048    4.188954522
    3.913913914    4.185016990    4.185017117    4.185015594
    3.918918919    4.181082939    4.181083065    4.181081544
    3.923923924    4.177153765    4.177153891    4.177152372
    3.928928929    4.173229469    4.173229595    4.173228078
    3.933933934    4.169310050    4.169310176    4.169308661
    3.938938939    4.165395508    4.165395634    4.165394122
    3.943943944    4.161485843    4.161485969    4.161484459
    3.948948949    4.157581055    4.157581180    4.157579672
    3.953953954    4.153681142    4.153681267    4.153679761
    3.958958959    4.149786104    4.149786229    4.149784725
    3.963963964    4.145895940    4.145896066    4.145894564
    3.968968969    4.142010651    4.142010776    4.142009276
    3.973973974    4.138130235    4.138130360    4.138128862
    3.978978979    4.134254692    4.134254817    4.134253321
    3.983983984    4.130384021    4.130384145    4.130382651
    3.988988989    4.126518220    4.126518345    4.126516853
    3.993993994    4.122657290    4.122657415    4.122655925
    3.998998999    4.118801230    4.118801354    4.118799867
    4.004004004    4.114950038    4.114950162    4.114948677
    4.009009009    4.111103714    4.111103837    4.111102354
    4.014014014    4.107262256    4.107262380    4.107260899
    4.019019019    4.103425664    4.103425788    4.103424309
    4.024024024    4.099593937    4.099594060    4.099592583
    4.029029029    4.095767073    4.095767196    4.095765721
    4.034034034    4.091945072    4.091945195    4.091943722
    4.039039039    4.088127932    4.088128054    4.088126584
    4.044044044    4.084315652    4.084315774    4.084314306
    4.049049049    4.080508230    4.080508353    4.080506887
    4.054054054    4.076705667    4.076705789    4.076704325
    4.059059059    4.072907959    4.072908082    4.072906619
    4.064064064    4.069115107    4.069115229    4.069113769
    4.069069069    4.065327108    4.065327230    4.065325772
    4.074074074    4.061543961    4.061544083    4.061542627
    4.079079079    4.057765665    4.057765787    4.057764333
    4.084084084    4.053992219    4.053992340    4.053990888
    4.089089089    4.050223620    4.050223741    4.050222291
    4.094094094    4.046459867    4.046459988    4.046458540
    4.099099099    4.042700958    4.042701079    4.042699634
    4.104104104    4.038946893    4.038947014    4.038945570
    4.109109109    4.035197669    4.035197790    4.035196348
    4.114114114    4.031453284    4.031453405    4.031451965
    4.119119119    4.027713738    4.027713858    4.027712421
    4.124124124    4.023979027    4.023979148    4.023977712
    4.129129129    4.020249151    4.020249271    4.020247838
    4.134134134    4.016524108    4.016524228    4.016522796
    4.139139139    4.012803895    4.012804015    4.012802585
    4.144144144    4.009088511    4.009088631    4.009087203
    4.149149149    4.005377954    4.005378073    4.005376648
    4.154154154    4.001672222    4.001672341    4.001670918
    4.159159159    3.997971313    3.997971432    3.997970010
    4.164164164    3.994275225    3.994275344    3.994273924
    4.169169169    3.990583955    3.990584074    3.990582657
    4.174174174    3.986897503    3.986897622    3.986896206
    4.179179179    3.983215865    3.983215984    3.983214570
    4.184184184    3.979539040    3.979539159    3.979537747
    4.189189189    3.975867026    3.975867144    3.975865735
    4.194194194    3.972199820    3.972199938    3.972198530
    4.199199199    3.968537420    3.968537538    3.968536132
    4.204204204    3.964879823    3.964879941    3.964878537
    4.209209209    3.961227028    3.961227146    3.961225744
    4.214214214    3.957579033    3.957579150    3.957577751
    4.219219219    3.953935834    3.953935952    3.953934554
    4.224224224    3.950297430    3.950297547    3.950296152
    4.229229229    3.946663818    3.946663935    3.946662541
    4.234234234    3.943034996    3.943035113    3.943033721
    4.239239239    3.939410961    3.939411077    3.939409688
    4.244244244    3.935791710    3.935791827    3.935790439
    4.249249249    3.932177242    3.932177359    3.932175973
    4.254254254    3.928567554    3.928567670    3.928566286
    4.259259259    3.924962643    3.924962759    3.924961377
    4.264264264    3.921362506    3.921362622    3.921361242
    4.269269269    3.917767142    3.917767258    3.917765879
    4.274274274    3.914176547    3.914176662    3.914175286
    4.279279279    3.910590718    3.910590834    3.910589459
    4.284284284    3.907009653    3.907009769    3.907008396
    4.289289289    3.903433350    3.903433465    3.903432095
    4.294294294    3.899861805    3.899861920    3.899860552
    4.299299299    3.896295016    3.896295131    3.896293764
    4.304304304    3.892732980    3.892733095    3.892731730
    4.309309309    3.889175694    3.889175808    3.889174445
    4.314314314    3.885623155    3.885623269    3.885621908
    4.319319319    3.882075360    3.882075475    3.882074116
    4.324324324    3.878532307    3.878532422    3.878531064
    4.329329329    3.874993993    3.874994107    3.874992752
    4.334334334    3.871460414    3.871460528    3.871459175
    4.339339339    3.867931568    3.867931682    3.867930330
    4.344344344    3.864407452    3.864407565    3.864406216
    4.349349349    3.860888062    3.860888175    3.860886828
    4.354354354    3.857373395    3.857373509    3.857372163
    4.359359359    3.853863450    3.853863563    3.853862219
    4.364364364    3.850358222    3.850358335    3.850356993
    4.369369369    3.846857708    3.846857821    3.846856480
    4.374374374    3.843361905    3.843362018    3.843360679
    4.379379379    3.839870810    3.839870923    3.839869586
    4.384384384    3.836384420    3.836384533    3.836383198
    4.389389389    3.832902732    3.832902845    3.832901512
    4.394394394    3.829425743    3.829425855    3.829424524
    4.399399399    3.825953448    3.825953560    3.825952231
    4.404404404    3.822485846    3.822485958    3.822484630
    4.409409409    3.819022932    3.819023044    3.819021718
    4.414414414    3.815564703    3.815564815    3.815563491
    4.419419419    3.812111157    3.812111268    3.812109946
    4.424424424    3.808662289    3.808662400    3.808661080
    4.429429429    3.805218096    3.805218207    3.805216889
    4.434434434    3.801778575    3.801778686    3.801777370
    4.439439439    3.798343723    3.798343834    3.798342520
    4.444444444    3.794913536    3.794913647    3.794912334
    4.449449449    3.791488010    3.791488121    3.791486810
    4.454454454    3.788067143    3.788067253    3.788065944
    4.459459459    3.784650930    3.784651040    3.784649733
    4.464464464    3.781239368    3.781239478    3.781238173
    4.469469469    3.777832454    3.777832564    3.777831260
    4.474474474    3.774430183    3.774430293    3.774428992
    4.479479479    3.771032554    3.771032664    3.771031364
    4.484484484    3.767639561    3.767639670    3.767638372
    4.489489489    3.764251201    3.764251311    3.764250014
    4.494494494    3.760867471    3.760867580    3.760866286
    4.499499499    3.757488367    3.757488476    3.757487183
    4.504504505    3.754113885    3.754113994    3.754112703
    4.509509510    3.750744022    3.750744131    3.750742842
    4.514514515    3.747378774    3.747378883    3.747377595
    4.519519520    3.744018137    3.744018245    3.744016960
    4.524524525    3.740662107    3.740662216    3.740660932
    4.529529530    3.737310681    3.737310790    3.737309508
    4.534534535    3.733963855    3.733963964    3.733962683
    4.539539540    3.730621625    3.730621734    3.730620455
    4.544544545    3.727283988    3.727284096    3.727282819
    4.549549550    3.723950939    3.723951047    3.723949772
    4.554554555    3.720622475    3.720622583    3.720621309
    4.559559560    3.717298591    3.717298699    3.717297427
    4.564564565    3.713979285    3.713979392    3.713978123
    4.569569570    3.710664551    3.710664659    3.710663391
    4.574574575    3.707354387    3.707354494    3.707353228
    4.579579580    3.704048788    3.704048895    3.704047631
    4.584584585    3.700747750    3.700747857    3.700746594
    4.589589590    3.697451270    3.697451377    3.697450116
    4.594594595    3.694159343    3.694159449    3.694158190
    4.599599600    3.690871965    3.690872072    3.690870814
    4.604604605    3.687589133    3.687589239    3.687587983
    4.609609610    3.684310842    3.684310948    3.684309694
    4.614614615    3.681037088    3.681037194    3.681035942
    4.619619620    3.677767868    3.677767974    3.677766723
    4.624624625    3.674503177    3.674503283    3.674502034
    4.629629630    3.671243011    3.671243117    3.671241869
    4.634634635    3.667987366    3.667987472    3.667986226
    4.639639640    3.664736238    3.664736344    3.664735100
    4.644644645    3.661489623    3.661489729    3.661488486
    4.649649650    3.658247517    3.658247622    3.658246382
    4.654654655    3.655009915    3.655010020    3.655008782
    4.659659660    3.651776814    3.651776919    3.651775682
    4.664664665    3.648548209    3.648548314    3.648547078
    4.669669670    3.645324096    3.645324200    3.645322967
    4.674674675    3.642104470    3.642104575    3.642103343
    4.679679680    3.638889329    3.638889434    3.638888203
    4.684684685    3.635678667    3.635678771    3.635677543
    4.689689690    3.632472480    3.632472584    3.632471357
    4.694694695    3.629270764    3.629270868    3.629269643
    4.699699700    3.626073514    3.626073619    3.626072395
    4.704704705    3.622880727    3.622880831    3.622879609
    4.709709710    3.619692399    3.619692502    3.619691282
    4.714714715    3.616508524    3.616508627    3.616507409
    4.719719720    3.613329098    3.613329201    3.613327984
    4.724724725    3.610154117    3.610154221    3.610153006
    4.729729730    3.606983578    3.606983681    3.606982467
    4.734734735    3.603817475    3.603817578    3.603816366
    4.739739740    3.600655803    3.600655907    3.600654696
    4.744744745    3.597498560    3.597498663    3.597497454
    4.749749750    3.594345740    3.594345843    3.594344636
    4.754754755    3.591197339    3.591197442    3.591196236
    4.759759760    3.588053352    3.588053455    3.588052251
    4.764764765    3.584913776    3.584913878    3.584912676
    4.769769770    3.581778605    3.581778708    3.581777507
    4.774774775    3.578647836    3.578647938    3.578646739
    4.779779780    3.575521463    3.575521565    3.575520368
    4.784784785    3.572399483    3.572399585    3.572398389
    4.789789790    3.569281890    3.569281992    3.569280798
    4.794794795    3.566168681    3.566168783    3.566167590
    4.799799800    3.563059851    3.563059952    3.563058762
    4.804804805    3.559955395    3.559955497    3.559954307
    4.809809810    3.556855309    3.556855410    3.556854223
    4.814814815    3.553759589    3.553759690    3.553758504
    4.819819820    3.550668229    3.550668330    3.550667145
    4.824824825    3.547581225    3.547581326    3.547580143
    4.829829830    3.544498573    3.544498674    3.544497493
    4.834834835    3.541420269    3.541420370    3.541419190
    4.839839840    3.538346307    3.538346407    3.538345229
    4.844844845    3.535276683    3.535276783    3.535275607
    4.849849850    3.532211392    3.532211493    3.532210318
    4.854854855    3.529150431    3.529150531    3.529149358
    4.859859860    3.526093793    3.526093893    3.526092721
    4.864864865    3.523041475    3.523041575    3.523040405
    4.869869870    3.519993472    3.519993572    3.519992403
    4.874874875    3.516949779    3.516949879    3.516948712
    4.879879880    3.513910393    3.513910492    3.513909327
    4.884884885    3.510875307    3.510875406    3.510874242
    4.889889890    3.507844517    3.507844617    3.507843454
    4.894894895    3.504818020    3.504818119    3.504816958
    4.899899900    3.501795809    3.501795908    3.501794749
    4.904904905    3.498777881    3.498777980    3.498776822
    4.909909910    3.495764230    3.495764329    3.495763173
    4.914914915    3.492754852    3.492754951    3.492753797
    4.919919920    3.489749743    3.489749842    3.489748689
    4.924924925    3.486748897    3.486748996    3.486747845
    4.929929930    3.483752310    3.483752409    3.483751259
    4.934934935    3.480759978    3.480760076    3.480758928
    4.939939940    3.477771894    3.477771992    3.477770846
    4.944944945    3.474788055    3.474788153    3.474787008
    4.949949950    3.471808457    3.471808554    3.471807411
    4.954954955    3.468833093    3.468833191    3.468832049
    4.959959960    3.465861959    3.465862057    3.465860917
    4.964964965    3.462895052    3.462895149    3.462894010
    4.969969970    3.459932365    3.459932462    3.459931325
    4.974974975    3.456973894    3.456973991    3.456972855
    4.979979980    3.454019634    3.454019731    3.454018597
    4.984984985    3.451069581    3.451069678    3.451068545
    4.989989990    3.448123729    3.448123826    3.448122695
    4.994994995    3.445182075    3.445182172    3.445181042
    5.000000000    3.442244612    3.442244709    3.442243581
